 1.00000000e-02  7.03070716e+00  1.00000000e-02  1.79999995e+02 
 1.12201845e-02  7.03070716e+00  1.12201845e-02  1.79999994e+02 
 1.25892541e-02  7.03070716e+00  1.25892541e-02  1.79999994e+02 
 1.41253754e-02  7.03070716e+00  1.41253754e-02  1.79999993e+02 
 1.58489319e-02  7.03070716e+00  1.58489319e-02  1.79999992e+02 
 1.77827941e-02  7.03070716e+00  1.77827941e-02  1.79999991e+02 
 1.99526231e-02  7.03070716e+00  1.99526231e-02  1.79999990e+02 
 2.23872114e-02  7.03070716e+00  2.23872114e-02  1.79999989e+02 
 2.51188643e-02  7.03070716e+00  2.51188643e-02  1.79999987e+02 
 2.81838293e-02  7.03070716e+00  2.81838293e-02  1.79999986e+02 
 3.16227766e-02  7.03070716e+00  3.16227766e-02  1.79999984e+02 
 3.54813389e-02  7.03070716e+00  3.54813389e-02  1.79999982e+02 
 3.98107171e-02  7.03070716e+00  3.98107171e-02  1.79999980e+02 
 4.46683592e-02  7.03070716e+00  4.46683592e-02  1.79999978e+02 
 5.01187234e-02  7.03070716e+00  5.01187234e-02  1.79999975e+02 
 5.62341325e-02  7.03070716e+00  5.62341325e-02  1.79999972e+02 
 6.30957344e-02  7.03070716e+00  6.30957344e-02  1.79999968e+02 
 7.07945784e-02  7.03070716e+00  7.07945784e-02  1.79999965e+02 
 7.94328235e-02  7.03070716e+00  7.94328235e-02  1.79999960e+02 
 8.91250938e-02  7.03070716e+00  8.91250938e-02  1.79999955e+02 
 1.00000000e-01  7.03070716e+00  1.00000000e-01  1.79999950e+02 
 1.12201845e-01  7.03070716e+00  1.12201845e-01  1.79999944e+02 
 1.25892541e-01  7.03070716e+00  1.25892541e-01  1.79999937e+02 
 1.41253754e-01  7.03070716e+00  1.41253754e-01  1.79999929e+02 
 1.58489319e-01  7.03070716e+00  1.58489319e-01  1.79999921e+02 
 1.77827941e-01  7.03070716e+00  1.77827941e-01  1.79999911e+02 
 1.99526231e-01  7.03070716e+00  1.99526231e-01  1.79999900e+02 
 2.23872114e-01  7.03070716e+00  2.23872114e-01  1.79999888e+02 
 2.51188643e-01  7.03070716e+00  2.51188643e-01  1.79999874e+02 
 2.81838293e-01  7.03070716e+00  2.81838293e-01  1.79999859e+02 
 3.16227766e-01  7.03070716e+00  3.16227766e-01  1.79999842e+02 
 3.54813389e-01  7.03070716e+00  3.54813389e-01  1.79999822e+02 
 3.98107171e-01  7.03070716e+00  3.98107171e-01  1.79999801e+02 
 4.46683592e-01  7.03070716e+00  4.46683592e-01  1.79999776e+02 
 5.01187234e-01  7.03070716e+00  5.01187234e-01  1.79999749e+02 
 5.62341325e-01  7.03070716e+00  5.62341325e-01  1.79999719e+02 
 6.30957344e-01  7.03070716e+00  6.30957344e-01  1.79999684e+02 
 7.07945784e-01  7.03070716e+00  7.07945784e-01  1.79999646e+02 
 7.94328235e-01  7.03070716e+00  7.94328235e-01  1.79999602e+02 
 8.91250938e-01  7.03070716e+00  8.91250938e-01  1.79999554e+02 
 1.00000000e+00  7.03070716e+00  1.00000000e+00  1.79999499e+02 
 1.12201845e+00  7.03070716e+00  1.12201845e+00  1.79999438e+02 
 1.25892541e+00  7.03070716e+00  1.25892541e+00  1.79999370e+02 
 1.41253754e+00  7.03070716e+00  1.41253754e+00  1.79999293e+02 
 1.58489319e+00  7.03070716e+00  1.58489319e+00  1.79999207e+02 
 1.77827941e+00  7.03070716e+00  1.77827941e+00  1.79999110e+02 
 1.99526231e+00  7.03070716e+00  1.99526231e+00  1.79999001e+02 
 2.23872114e+00  7.03070716e+00  2.23872114e+00  1.79998879e+02 
 2.51188643e+00  7.03070716e+00  2.51188643e+00  1.79998743e+02 
 2.81838293e+00  7.03070716e+00  2.81838293e+00  1.79998589e+02 
 3.16227766e+00  7.03070716e+00  3.16227766e+00  1.79998417e+02 
 3.54813389e+00  7.03070716e+00  3.54813389e+00  1.79998224e+02 
 3.98107171e+00  7.03070716e+00  3.98107171e+00  1.79998007e+02 
 4.46683592e+00  7.03070716e+00  4.46683592e+00  1.79997764e+02 
 5.01187234e+00  7.03070715e+00  5.01187234e+00  1.79997491e+02 
 5.62341325e+00  7.03070715e+00  5.62341325e+00  1.79997185e+02 
 6.30957344e+00  7.03070715e+00  6.30957344e+00  1.79996842e+02 
 7.07945784e+00  7.03070715e+00  7.07945784e+00  1.79996457e+02 
 7.94328235e+00  7.03070714e+00  7.94328235e+00  1.79996024e+02 
 8.91250938e+00  7.03070714e+00  8.91250938e+00  1.79995539e+02 
 1.00000000e+01  7.03070713e+00  1.00000000e+01  1.79994995e+02 
 1.12201845e+01  7.03070712e+00  1.12201845e+01  1.79994384e+02 
 1.25892541e+01  7.03070711e+00  1.25892541e+01  1.79993699e+02 
 1.41253754e+01  7.03070710e+00  1.41253754e+01  1.79992930e+02 
 1.58489319e+01  7.03070708e+00  1.58489319e+01  1.79992067e+02 
 1.77827941e+01  7.03070706e+00  1.77827941e+01  1.79991099e+02 
 1.99526231e+01  7.03070703e+00  1.99526231e+01  1.79990013e+02 
 2.23872114e+01  7.03070700e+00  2.23872114e+01  1.79988795e+02 
 2.51188643e+01  7.03070696e+00  2.51188643e+01  1.79987428e+02 
 2.81838293e+01  7.03070690e+00  2.81838293e+01  1.79985894e+02 
 3.16227766e+01  7.03070684e+00  3.16227766e+01  1.79984172e+02 
 3.54813389e+01  7.03070675e+00  3.54813389e+01  1.79982241e+02 
 3.98107171e+01  7.03070664e+00  3.98107171e+01  1.79980074e+02 
 4.46683592e+01  7.03070651e+00  4.46683592e+01  1.79977643e+02 
 5.01187234e+01  7.03070634e+00  5.01187234e+01  1.79974915e+02 
 5.62341325e+01  7.03070613e+00  5.62341325e+01  1.79971854e+02 
 6.30957344e+01  7.03070586e+00  6.30957344e+01  1.79968420e+02 
 7.07945784e+01  7.03070552e+00  7.07945784e+01  1.79964566e+02 
 7.94328235e+01  7.03070510e+00  7.94328235e+01  1.79960243e+02 
 8.91250938e+01  7.03070456e+00  8.91250938e+01  1.79955392e+02 
 1.00000000e+02  7.03070389e+00  1.00000000e+02  1.79949949e+02 
 1.12201845e+02  7.03070304e+00  1.12201845e+02  1.79943842e+02 
 1.25892541e+02  7.03070197e+00  1.25892541e+02  1.79936989e+02 
 1.41253754e+02  7.03070063e+00  1.41253754e+02  1.79929301e+02 
 1.58489319e+02  7.03069894e+00  1.58489319e+02  1.79920674e+02 
 1.77827941e+02  7.03069681e+00  1.77827941e+02  1.79910995e+02 
 1.99526231e+02  7.03069413e+00  1.99526231e+02  1.79900135e+02 
 2.23872114e+02  7.03069075e+00  2.23872114e+02  1.79887949e+02 
 2.51188643e+02  7.03068650e+00  2.51188643e+02  1.79874277e+02 
 2.81838293e+02  7.03068115e+00  2.81838293e+02  1.79858937e+02 
 3.16227766e+02  7.03067442e+00  3.16227766e+02  1.79841725e+02 
 3.54813389e+02  7.03066594e+00  3.54813389e+02  1.79822412e+02 
 3.98107171e+02  7.03065527e+00  3.98107171e+02  1.79800743e+02 
 4.46683592e+02  7.03064183e+00  4.46683592e+02  1.79776431e+02 
 5.01187234e+02  7.03062491e+00  5.01187234e+02  1.79749151e+02 
 5.62341325e+02  7.03060362e+00  5.62341325e+02  1.79718544e+02 
 6.30957344e+02  7.03057681e+00  6.30957344e+02  1.79684201e+02 
 7.07945784e+02  7.03054306e+00  7.07945784e+02  1.79645669e+02 
 7.94328235e+02  7.03050057e+00  7.94328235e+02  1.79602435e+02 
 8.91250938e+02  7.03044708e+00  8.91250938e+02  1.79553927e+02 
 1.00000000e+03  7.03037973e+00  1.00000000e+03  1.79499501e+02 
 1.12201845e+03  7.03029496e+00  1.12201845e+03  1.79438434e+02 
 1.25892541e+03  7.03018824e+00  1.25892541e+03  1.79369918e+02 
 1.41253754e+03  7.03005388e+00  1.41253754e+03  1.79293043e+02 
 1.58489319e+03  7.02988475e+00  1.58489319e+03  1.79206792e+02 
 1.77827941e+03  7.02967183e+00  1.77827941e+03  1.79110020e+02 
 1.99526231e+03  7.02940380e+00  1.99526231e+03  1.79001447e+02 
 2.23872114e+03  7.02906638e+00  2.23872114e+03  1.78879634e+02 
 2.51188643e+03  7.02864165e+00  2.51188643e+03  1.78742969e+02 
 2.81838293e+03  7.02810699e+00  2.81838293e+03  1.78589645e+02 
 3.16227766e+03  7.02743400e+00  3.16227766e+03  1.78417637e+02 
 3.54813389e+03  7.02658689e+00  3.54813389e+03  1.78224675e+02 
 3.98107171e+03  7.02552068e+00  3.98107171e+03  1.78008214e+02 
 4.46683592e+03  7.02417878e+00  4.46683592e+03  1.77765408e+02 
 5.01187234e+03  7.02249002e+00  5.01187234e+03  1.77493070e+02 
 5.62341325e+03  7.02036492e+00  5.62341325e+03  1.77187635e+02 
 6.30957344e+03  7.01769106e+00  6.30957344e+03  1.76845118e+02 
 7.07945784e+03  7.01432721e+00  7.07945784e+03  1.76461073e+02 
 7.94328235e+03  7.01009607e+00  7.94328235e+03  1.76030541e+02 
