 1.00000000e-02  3.54196958e+01  1.00000000e-02 -1.79716169e+02 
 1.12201845e-02  3.54197160e+01  1.12201845e-02 -1.79744003e+02 
 1.25892541e-02  3.54197321e+01  1.25892541e-02 -1.79768441e+02 
 1.41253754e-02  3.54197451e+01  1.41253754e-02 -1.79789807e+02 
 1.58489319e-02  3.54197556e+01  1.58489319e-02 -1.79808384e+02 
 1.77827941e-02  3.54197642e+01  1.77827941e-02 -1.79824417e+02 
 1.99526231e-02  3.54197714e+01  1.99526231e-02 -1.79838122e+02 
 2.23872114e-02  3.54197775e+01  2.23872114e-02 -1.79849678e+02 
 2.51188643e-02  3.54197828e+01  2.51188643e-02 -1.79859239e+02 
 2.81838293e-02  3.54197876e+01  2.81838293e-02 -1.79866933e+02 
 3.16227766e-02  3.54197923e+01  3.16227766e-02 -1.79872861e+02 
 3.54813389e-02  3.54197969e+01  3.54813389e-02 -1.79877102e+02 
 3.98107171e-02  3.54198019e+01  3.98107171e-02 -1.79879712e+02 
 4.46683592e-02  3.54198074e+01  4.46683592e-02 -1.79880726e+02 
 5.01187234e-02  3.54198137e+01  5.01187234e-02 -1.79880157e+02 
 5.62341325e-02  3.54198212e+01  5.62341325e-02 -1.79877998e+02 
 6.30957344e-02  3.54198303e+01  6.30957344e-02 -1.79874221e+02 
 7.07945784e-02  3.54198415e+01  7.07945784e-02 -1.79868774e+02 
 7.94328235e-02  3.54198553e+01  7.94328235e-02 -1.79861586e+02 
 8.91250938e-02  3.54198725e+01  8.91250938e-02 -1.79852562e+02 
 1.00000000e-01  3.54198940e+01  1.00000000e-01 -1.79841582e+02 
 1.12201845e-01  3.54199210e+01  1.12201845e-01 -1.79828500e+02 
 1.25892541e-01  3.54199548e+01  1.25892541e-01 -1.79813142e+02 
 1.41253754e-01  3.54199974e+01  1.41253754e-01 -1.79795306e+02 
 1.58489319e-01  3.54200509e+01  1.58489319e-01 -1.79774755e+02 
 1.77827941e-01  3.54201182e+01  1.77827941e-01 -1.79751217e+02 
 1.99526231e-01  3.54202029e+01  1.99526231e-01 -1.79724380e+02 
 2.23872114e-01  3.54203095e+01  2.23872114e-01 -1.79693888e+02 
 2.51188643e-01  3.54204437e+01  2.51188643e-01 -1.79659339e+02 
 2.81838293e-01  3.54206125e+01  2.81838293e-01 -1.79620275e+02 
 3.16227766e-01  3.54208251e+01  3.16227766e-01 -1.79576182e+02 
 3.54813389e-01  3.54210926e+01  3.54813389e-01 -1.79526476e+02 
 3.98107171e-01  3.54214294e+01  3.98107171e-01 -1.79470505e+02 
 4.46683592e-01  3.54218532e+01  4.46683592e-01 -1.79407532e+02 
 5.01187234e-01  3.54223867e+01  5.01187234e-01 -1.79336731e+02 
 5.62341325e-01  3.54230580e+01  5.62341325e-01 -1.79257178e+02 
 6.30957344e-01  3.54239029e+01  6.30957344e-01 -1.79167836e+02 
 7.07945784e-01  3.54249659e+01  7.07945784e-01 -1.79067548e+02 
 7.94328235e-01  3.54263032e+01  7.94328235e-01 -1.78955024e+02 
 8.91250938e-01  3.54279855e+01  8.91250938e-01 -1.78828825e+02 
 1.00000000e+00  3.54301012e+01  1.00000000e+00 -1.78687356e+02 
 1.12201845e+00  3.54327611e+01  1.12201845e+00 -1.78528852e+02 
 1.25892541e+00  3.54361043e+01  1.25892541e+00 -1.78351365e+02 
 1.41253754e+00  3.54403045e+01  1.41253754e+00 -1.78152759e+02 
 1.58489319e+00  3.54455784e+01  1.58489319e+00 -1.77930710e+02 
 1.77827941e+00  3.54521963e+01  1.77827941e+00 -1.77682702e+02 
 1.99526231e+00  3.54604936e+01  1.99526231e+00 -1.77406054e+02 
 2.23872114e+00  3.54708856e+01  2.23872114e+00 -1.77097941e+02 
 2.51188643e+00  3.54838841e+01  2.51188643e+00 -1.76755458e+02 
 2.81838293e+00  3.55001163e+01  2.81838293e+00 -1.76375702e+02 
 3.16227766e+00  3.55203452e+01  3.16227766e+00 -1.75955903e+02 
 3.54813389e+00  3.55454910e+01  3.54813389e+00 -1.75493612e+02 
 3.98107171e+00  3.55766506e+01  3.98107171e+00 -1.74986960e+02 
 4.46683592e+00  3.56151121e+01  4.46683592e+00 -1.74434999e+02 
 5.01187234e+00  3.56623601e+01  5.01187234e+00 -1.73838150e+02 
 5.62341325e+00  3.57200631e+01  5.62341325e+00 -1.73198741e+02 
 6.30957344e+00  3.57900353e+01  6.30957344e+00 -1.72521639e+02 
 7.07945784e+00  3.58741612e+01  7.07945784e+00 -1.71814920e+02 
 7.94328235e+00  3.59742744e+01  7.94328235e+00 -1.71090486e+02 
 8.91250938e+00  3.60919824e+01  8.91250938e+00 -1.70364521e+02 
 1.00000000e+01  3.62284429e+01  1.00000000e+01 -1.69657566e+02 
 1.12201845e+01  3.63841062e+01  1.12201845e+01 -1.68994056e+02 
 1.25892541e+01  3.65584603e+01  1.25892541e+01 -1.68401119e+02 
 1.41253754e+01  3.67498314e+01  1.41253754e+01 -1.67906600e+02 
 1.58489319e+01  3.69552983e+01  1.58489319e+01 -1.67536438e+02 
 1.77827941e+01  3.71707730e+01  1.77827941e+01 -1.67311744e+02 
 1.99526231e+01  3.73912670e+01  1.99526231e+01 -1.67246119e+02 
 2.23872114e+01  3.76113175e+01  2.23872114e+01 -1.67343798e+02 
 2.51188643e+01  3.78255045e+01  2.51188643e+01 -1.67599047e+02 
 2.81838293e+01  3.80289586e+01  2.81838293e+01 -1.67996990e+02 
 3.16227766e+01  3.82177656e+01  3.16227766e+01 -1.68515631e+02 
 3.54813389e+01  3.83892038e+01  3.54813389e+01 -1.69128617e+02 
 3.98107171e+01  3.85417947e+01  3.98107171e+01 -1.69808145e+02 
 4.46683592e+01  3.86751964e+01  4.46683592e+01 -1.70527505e+02 
 5.01187234e+01  3.87899902e+01  5.01187234e+01 -1.71262927e+02 
