 1.00000000e-02 -3.33143323e+00  1.00000000e-02 -7.66354843e-06 
 1.12201845e-02 -3.33143323e+00  1.12201845e-02 -8.58969912e-06 
 1.25892541e-02 -3.33143323e+00  1.25892541e-02 -9.62983328e-06 
 1.41253754e-02 -3.33143323e+00  1.41253754e-02 -1.07977467e-05 
 1.58489319e-02 -3.33143323e+00  1.58489319e-02 -1.21089414e-05 
 1.77827941e-02 -3.33143323e+00  1.77827941e-02 -1.35808152e-05 
 1.99526231e-02 -3.33143323e+00  1.99526231e-02 -1.52328973e-05 
 2.23872114e-02 -3.33143323e+00  2.23872114e-02 -1.70871105e-05 
 2.51188643e-02 -3.33143323e+00  2.51188643e-02 -1.91680587e-05 
 2.81838293e-02 -3.33143323e+00  2.81838293e-02 -2.15033555e-05 
 3.16227766e-02 -3.33143323e+00  3.16227766e-02 -2.41239893e-05 
 3.54813389e-02 -3.33143323e+00  3.54813389e-02 -2.70647340e-05 
 3.98107171e-02 -3.33143323e+00  3.98107171e-02 -3.03646099e-05 
 4.46683592e-02 -3.33143323e+00  4.46683592e-02 -3.40674071e-05 
 5.01187234e-02 -3.33143323e+00  5.01187234e-02 -3.82222577e-05 
 5.62341325e-02 -3.33143323e+00  5.62341325e-02 -4.28842945e-05 
 6.30957344e-02 -3.33143323e+00  6.30957344e-02 -4.81153795e-05 
 7.07945784e-02 -3.33143323e+00  7.07945784e-02 -5.39849267e-05 
 7.94328235e-02 -3.33143323e+00  7.94328235e-02 -6.05708206e-05 
 8.91250938e-02 -3.33143323e+00  8.91250938e-02 -6.79604531e-05 
 1.00000000e-01 -3.33143323e+00  1.00000000e-01 -7.62518791e-05 
 1.12201845e-01 -3.33143323e+00  1.12201845e-01 -8.55551216e-05 
 1.25892541e-01 -3.33143323e+00  1.25892541e-01 -9.59936280e-05 
 1.41253754e-01 -3.33143323e+00  1.41253754e-01 -1.07705912e-04 
 1.58489319e-01 -3.33143323e+00  1.58489319e-01 -1.20847388e-04 
 1.77827941e-01 -3.33143323e+00  1.77827941e-01 -1.35592435e-04 
 1.99526231e-01 -3.33143323e+00  1.99526231e-01 -1.52136712e-04 
 2.23872114e-01 -3.33143323e+00  2.23872114e-01 -1.70699750e-04 
 2.51188643e-01 -3.33143323e+00  2.51188643e-01 -1.91527870e-04 
 2.81838293e-01 -3.33143323e+00  2.81838293e-01 -2.14897449e-04 
 3.16227766e-01 -3.33143323e+00  3.16227766e-01 -2.41118586e-04 
 3.54813389e-01 -3.33143323e+00  3.54813389e-01 -2.70539221e-04 
 3.98107171e-01 -3.33143323e+00  3.98107171e-01 -3.03549746e-04 
 4.46683592e-01 -3.33143323e+00  4.46683592e-01 -3.40588192e-04 
 5.01187234e-01 -3.33143323e+00  5.01187234e-01 -3.82146037e-04 
 5.62341325e-01 -3.33143323e+00  5.62341325e-01 -4.28774727e-04 
 6.30957344e-01 -3.33143323e+00  6.30957344e-01 -4.81092998e-04 
 7.07945784e-01 -3.33143323e+00  7.07945784e-01 -5.39795080e-04 
 7.94328235e-01 -3.33143323e+00  7.94328235e-01 -6.05659915e-04 
 8.91250938e-01 -3.33143323e+00  8.91250938e-01 -6.79561489e-04 
 1.00000000e+00 -3.33143323e+00  1.00000000e+00 -7.62480431e-04 
 1.12201845e+00 -3.33143323e+00  1.12201845e+00 -8.55517026e-04 
 1.25892541e+00 -3.33143323e+00  1.25892541e+00 -9.59905811e-04 
 1.41253754e+00 -3.33143323e+00  1.41253754e+00 -1.07703196e-03 
 1.58489319e+00 -3.33143323e+00  1.58489319e+00 -1.20844968e-03 
 1.77827941e+00 -3.33143323e+00  1.77827941e+00 -1.35590278e-03 
 1.99526231e+00 -3.33143323e+00  1.99526231e+00 -1.52134789e-03 
 2.23872114e+00 -3.33143324e+00  2.23872114e+00 -1.70698036e-03 
 2.51188643e+00 -3.33143324e+00  2.51188643e+00 -1.91526343e-03 
 2.81838293e+00 -3.33143324e+00  2.81838293e+00 -2.14896088e-03 
 3.16227766e+00 -3.33143324e+00  3.16227766e+00 -2.41117373e-03 
 3.54813389e+00 -3.33143324e+00  3.54813389e+00 -2.70538139e-03 
 3.98107171e+00 -3.33143324e+00  3.98107171e+00 -3.03548782e-03 
 4.46683592e+00 -3.33143325e+00  4.46683592e+00 -3.40587333e-03 
 5.01187234e+00 -3.33143325e+00  5.01187234e+00 -3.82145271e-03 
 5.62341325e+00 -3.33143326e+00  5.62341325e+00 -4.28774044e-03 
 6.30957344e+00 -3.33143326e+00  6.30957344e+00 -4.81092389e-03 
 7.07945784e+00 -3.33143327e+00  7.07945784e+00 -5.39794537e-03 
 7.94328235e+00 -3.33143328e+00  7.94328235e+00 -6.05659430e-03 
 8.91250938e+00 -3.33143329e+00  8.91250938e+00 -6.79561056e-03 
 1.00000000e+01 -3.33143331e+00  1.00000000e+01 -7.62480043e-03 
 1.12201845e+01 -3.33143333e+00  1.12201845e+01 -8.55516677e-03 
 1.25892541e+01 -3.33143335e+00  1.25892541e+01 -9.59905497e-03 
 1.41253754e+01 -3.33143339e+00  1.41253754e+01 -1.07703168e-02 
 1.58489319e+01 -3.33143343e+00  1.58489319e+01 -1.20844942e-02 
 1.77827941e+01 -3.33143348e+00  1.77827941e+01 -1.35590254e-02 
 1.99526231e+01 -3.33143354e+00  1.99526231e+01 -1.52134766e-02 
 2.23872114e+01 -3.33143362e+00  2.23872114e+01 -1.70698014e-02 
 2.51188643e+01 -3.33143372e+00  2.51188643e+01 -1.91526321e-02 
 2.81838293e+01 -3.33143385e+00  2.81838293e+01 -2.14896064e-02 
 3.16227766e+01 -3.33143400e+00  3.16227766e+01 -2.41117347e-02 
 3.54813389e+01 -3.33143421e+00  3.54813389e+01 -2.70538108e-02 
 3.98107171e+01 -3.33143446e+00  3.98107171e+01 -3.03548744e-02 
 4.46683592e+01 -3.33143477e+00  4.46683592e+01 -3.40587285e-02 
 5.01187234e+01 -3.33143517e+00  5.01187234e+01 -3.82145207e-02 
 5.62341325e+01 -3.33143568e+00  5.62341325e+01 -4.28773958e-02 
 6.30957344e+01 -3.33143631e+00  6.30957344e+01 -4.81092270e-02 
 7.07945784e+01 -3.33143711e+00  7.07945784e+01 -5.39794372e-02 
 7.94328235e+01 -3.33143811e+00  7.94328235e+01 -6.05659200e-02 
 8.91250938e+01 -3.33143937e+00  8.91250938e+01 -6.79560733e-02 
 1.00000000e+02 -3.33144096e+00  1.00000000e+02 -7.62479590e-02 
 1.12201845e+02 -3.33144297e+00  1.12201845e+02 -8.55516039e-02 
 1.25892541e+02 -3.33144549e+00  1.25892541e+02 -9.59904598e-02 
 1.41253754e+02 -3.33144866e+00  1.41253754e+02 -1.07703041e-01 
 1.58489319e+02 -3.33145265e+00  1.58489319e+02 -1.20844762e-01 
 1.77827941e+02 -3.33145768e+00  1.77827941e+02 -1.35590001e-01 
 1.99526231e+02 -3.33146401e+00  1.99526231e+02 -1.52134409e-01 
 2.23872114e+02 -3.33147199e+00  2.23872114e+02 -1.70697510e-01 
 2.51188643e+02 -3.33148202e+00  2.51188643e+02 -1.91525608e-01 
 2.81838293e+02 -3.33149465e+00  2.81838293e+02 -2.14895058e-01 
 3.16227766e+02 -3.33151056e+00  3.16227766e+02 -2.41115926e-01 
 3.54813389e+02 -3.33153058e+00  3.54813389e+02 -2.70536102e-01 
 3.98107171e+02 -3.33155578e+00  3.98107171e+02 -3.03545910e-01 
 4.46683592e+02 -3.33158751e+00  4.46683592e+02 -3.40583281e-01 
 5.01187234e+02 -3.33162746e+00  5.01187234e+02 -3.82139551e-01 
 5.62341325e+02 -3.33167775e+00  5.62341325e+02 -4.28765969e-01 
 6.30957344e+02 -3.33174106e+00  6.30957344e+02 -4.81080986e-01 
 7.07945784e+02 -3.33182075e+00  7.07945784e+02 -5.39778433e-01 
 7.94328235e+02 -3.33192109e+00  7.94328235e+02 -6.05636686e-01 
 8.91250938e+02 -3.33204740e+00  8.91250938e+02 -6.79528932e-01 
 1.00000000e+03 -3.33220641e+00  1.00000000e+03 -7.62434670e-01 
 1.12201845e+03 -3.33240658e+00  1.12201845e+03 -8.55452590e-01 
 1.25892541e+03 -3.33265857e+00  1.25892541e+03 -9.59814977e-01 
