 1.00000000e-02 -1.04752807e+00  1.00000000e-02  1.79999992e+02 
 1.12201845e-02 -1.04752807e+00  1.12201845e-02  1.79999991e+02 
 1.25892541e-02 -1.04752807e+00  1.25892541e-02  1.79999990e+02 
 1.41253754e-02 -1.04752807e+00  1.41253754e-02  1.79999989e+02 
 1.58489319e-02 -1.04752807e+00  1.58489319e-02  1.79999988e+02 
 1.77827941e-02 -1.04752807e+00  1.77827941e-02  1.79999986e+02 
 1.99526231e-02 -1.04752807e+00  1.99526231e-02  1.79999984e+02 
 2.23872114e-02 -1.04752807e+00  2.23872114e-02  1.79999982e+02 
 2.51188643e-02 -1.04752807e+00  2.51188643e-02  1.79999980e+02 
 2.81838293e-02 -1.04752807e+00  2.81838293e-02  1.79999978e+02 
 3.16227766e-02 -1.04752807e+00  3.16227766e-02  1.79999975e+02 
 3.54813389e-02 -1.04752807e+00  3.54813389e-02  1.79999972e+02 
 3.98107171e-02 -1.04752807e+00  3.98107171e-02  1.79999969e+02 
 4.46683592e-02 -1.04752807e+00  4.46683592e-02  1.79999965e+02 
 5.01187234e-02 -1.04752807e+00  5.01187234e-02  1.79999961e+02 
 5.62341325e-02 -1.04752807e+00  5.62341325e-02  1.79999956e+02 
 6.30957344e-02 -1.04752807e+00  6.30957344e-02  1.79999950e+02 
 7.07945784e-02 -1.04752807e+00  7.07945784e-02  1.79999944e+02 
 7.94328235e-02 -1.04752807e+00  7.94328235e-02  1.79999938e+02 
 8.91250938e-02 -1.04752807e+00  8.91250938e-02  1.79999930e+02 
 1.00000000e-01 -1.04752807e+00  1.00000000e-01  1.79999921e+02 
 1.12201845e-01 -1.04752807e+00  1.12201845e-01  1.79999912e+02 
 1.25892541e-01 -1.04752807e+00  1.25892541e-01  1.79999901e+02 
 1.41253754e-01 -1.04752807e+00  1.41253754e-01  1.79999889e+02 
 1.58489319e-01 -1.04752807e+00  1.58489319e-01  1.79999875e+02 
 1.77827941e-01 -1.04752807e+00  1.77827941e-01  1.79999860e+02 
 1.99526231e-01 -1.04752807e+00  1.99526231e-01  1.79999843e+02 
 2.23872114e-01 -1.04752807e+00  2.23872114e-01  1.79999824e+02 
 2.51188643e-01 -1.04752807e+00  2.51188643e-01  1.79999802e+02 
 2.81838293e-01 -1.04752807e+00  2.81838293e-01  1.79999778e+02 
 3.16227766e-01 -1.04752807e+00  3.16227766e-01  1.79999751e+02 
 3.54813389e-01 -1.04752807e+00  3.54813389e-01  1.79999721e+02 
 3.98107171e-01 -1.04752807e+00  3.98107171e-01  1.79999687e+02 
 4.46683592e-01 -1.04752807e+00  4.46683592e-01  1.79999649e+02 
 5.01187234e-01 -1.04752807e+00  5.01187234e-01  1.79999606e+02 
 5.62341325e-01 -1.04752807e+00  5.62341325e-01  1.79999558e+02 
 6.30957344e-01 -1.04752807e+00  6.30957344e-01  1.79999504e+02 
 7.07945784e-01 -1.04752807e+00  7.07945784e-01  1.79999443e+02 
 7.94328235e-01 -1.04752807e+00  7.94328235e-01  1.79999375e+02 
 8.91250938e-01 -1.04752807e+00  8.91250938e-01  1.79999299e+02 
 1.00000000e+00 -1.04752807e+00  1.00000000e+00  1.79999214e+02 
 1.12201845e+00 -1.04752807e+00  1.12201845e+00  1.79999118e+02 
 1.25892541e+00 -1.04752807e+00  1.25892541e+00  1.79999010e+02 
 1.41253754e+00 -1.04752807e+00  1.41253754e+00  1.79998889e+02 
 1.58489319e+00 -1.04752807e+00  1.58489319e+00  1.79998754e+02 
 1.77827941e+00 -1.04752807e+00  1.77827941e+00  1.79998602e+02 
 1.99526231e+00 -1.04752807e+00  1.99526231e+00  1.79998431e+02 
 2.23872114e+00 -1.04752807e+00  2.23872114e+00  1.79998239e+02 
 2.51188643e+00 -1.04752807e+00  2.51188643e+00  1.79998025e+02 
 2.81838293e+00 -1.04752807e+00  2.81838293e+00  1.79997784e+02 
 3.16227766e+00 -1.04752807e+00  3.16227766e+00  1.79997513e+02 
 3.54813389e+00 -1.04752808e+00  3.54813389e+00  1.79997210e+02 
 3.98107171e+00 -1.04752808e+00  3.98107171e+00  1.79996869e+02 
 4.46683592e+00 -1.04752808e+00  4.46683592e+00  1.79996487e+02 
 5.01187234e+00 -1.04752809e+00  5.01187234e+00  1.79996059e+02 
 5.62341325e+00 -1.04752809e+00  5.62341325e+00  1.79995578e+02 
 6.30957344e+00 -1.04752810e+00  6.30957344e+00  1.79995038e+02 
 7.07945784e+00 -1.04752811e+00  7.07945784e+00  1.79994433e+02 
 7.94328235e+00 -1.04752812e+00  7.94328235e+00  1.79993753e+02 
 8.91250938e+00 -1.04752813e+00  8.91250938e+00  1.79992991e+02 
 1.00000000e+01 -1.04752815e+00  1.00000000e+01  1.79992136e+02 
 1.12201845e+01 -1.04752817e+00  1.12201845e+01  1.79991176e+02 
 1.25892541e+01 -1.04752819e+00  1.25892541e+01  1.79990099e+02 
