 1.00000000e-02 -9.96800927e-01  1.00000000e-02  1.79999993e+02 
 1.12201845e-02 -9.96800927e-01  1.12201845e-02  1.79999993e+02 
 1.25892541e-02 -9.96800927e-01  1.25892541e-02  1.79999992e+02 
 1.41253754e-02 -9.96800927e-01  1.41253754e-02  1.79999991e+02 
 1.58489319e-02 -9.96800927e-01  1.58489319e-02  1.79999990e+02 
 1.77827941e-02 -9.96800927e-01  1.77827941e-02  1.79999988e+02 
 1.99526231e-02 -9.96800927e-01  1.99526231e-02  1.79999987e+02 
 2.23872114e-02 -9.96800927e-01  2.23872114e-02  1.79999985e+02 
 2.51188643e-02 -9.96800927e-01  2.51188643e-02  1.79999984e+02 
 2.81838293e-02 -9.96800927e-01  2.81838293e-02  1.79999982e+02 
 3.16227766e-02 -9.96800927e-01  3.16227766e-02  1.79999979e+02 
 3.54813389e-02 -9.96800927e-01  3.54813389e-02  1.79999977e+02 
 3.98107171e-02 -9.96800927e-01  3.98107171e-02  1.79999974e+02 
 4.46683592e-02 -9.96800927e-01  4.46683592e-02  1.79999971e+02 
 5.01187234e-02 -9.96800927e-01  5.01187234e-02  1.79999967e+02 
 5.62341325e-02 -9.96800927e-01  5.62341325e-02  1.79999963e+02 
 6.30957344e-02 -9.96800927e-01  6.30957344e-02  1.79999959e+02 
 7.07945784e-02 -9.96800927e-01  7.07945784e-02  1.79999954e+02 
 7.94328235e-02 -9.96800927e-01  7.94328235e-02  1.79999948e+02 
 8.91250938e-02 -9.96800927e-01  8.91250938e-02  1.79999941e+02 
 1.00000000e-01 -9.96800927e-01  1.00000000e-01  1.79999934e+02 
 1.12201845e-01 -9.96800927e-01  1.12201845e-01  1.79999926e+02 
 1.25892541e-01 -9.96800927e-01  1.25892541e-01  1.79999917e+02 
 1.41253754e-01 -9.96800927e-01  1.41253754e-01  1.79999907e+02 
 1.58489319e-01 -9.96800927e-01  1.58489319e-01  1.79999896e+02 
 1.77827941e-01 -9.96800927e-01  1.77827941e-01  1.79999883e+02 
 1.99526231e-01 -9.96800927e-01  1.99526231e-01  1.79999869e+02 
 2.23872114e-01 -9.96800927e-01  2.23872114e-01  1.79999853e+02 
 2.51188643e-01 -9.96800927e-01  2.51188643e-01  1.79999835e+02 
 2.81838293e-01 -9.96800927e-01  2.81838293e-01  1.79999815e+02 
 3.16227766e-01 -9.96800927e-01  3.16227766e-01  1.79999792e+02 
 3.54813389e-01 -9.96800927e-01  3.54813389e-01  1.79999767e+02 
 3.98107171e-01 -9.96800927e-01  3.98107171e-01  1.79999739e+02 
 4.46683592e-01 -9.96800927e-01  4.46683592e-01  1.79999707e+02 
 5.01187234e-01 -9.96800927e-01  5.01187234e-01  1.79999671e+02 
 5.62341325e-01 -9.96800927e-01  5.62341325e-01  1.79999631e+02 
 6.30957344e-01 -9.96800927e-01  6.30957344e-01  1.79999586e+02 
 7.07945784e-01 -9.96800927e-01  7.07945784e-01  1.79999535e+02 
 7.94328235e-01 -9.96800927e-01  7.94328235e-01  1.79999479e+02 
 8.91250938e-01 -9.96800928e-01  8.91250938e-01  1.79999415e+02 
 1.00000000e+00 -9.96800928e-01  1.00000000e+00  1.79999344e+02 
 1.12201845e+00 -9.96800928e-01  1.12201845e+00  1.79999263e+02 
 1.25892541e+00 -9.96800928e-01  1.25892541e+00  1.79999174e+02 
 1.41253754e+00 -9.96800928e-01  1.41253754e+00  1.79999073e+02 
 1.58489319e+00 -9.96800929e-01  1.58489319e+00  1.79998960e+02 
 1.77827941e+00 -9.96800929e-01  1.77827941e+00  1.79998833e+02 
 1.99526231e+00 -9.96800929e-01  1.99526231e+00  1.79998690e+02 
 2.23872114e+00 -9.96800930e-01  2.23872114e+00  1.79998530e+02 
 2.51188643e+00 -9.96800931e-01  2.51188643e+00  1.79998351e+02 
 2.81838293e+00 -9.96800932e-01  2.81838293e+00  1.79998150e+02 
 3.16227766e+00 -9.96800933e-01  3.16227766e+00  1.79997924e+02 
 3.54813389e+00 -9.96800934e-01  3.54813389e+00  1.79997671e+02 
 3.98107171e+00 -9.96800936e-01  3.98107171e+00  1.79997386e+02 
 4.46683592e+00 -9.96800938e-01  4.46683592e+00  1.79997068e+02 
 5.01187234e+00 -9.96800941e-01  5.01187234e+00  1.79996710e+02 
 5.62341325e+00 -9.96800945e-01  5.62341325e+00  1.79996308e+02 
 6.30957344e+00 -9.96800950e-01  6.30957344e+00  1.79995858e+02 
 7.07945784e+00 -9.96800955e-01  7.07945784e+00  1.79995352e+02 
 7.94328235e+00 -9.96800963e-01  7.94328235e+00  1.79994785e+02 
 8.91250938e+00 -9.96800972e-01  8.91250938e+00  1.79994149e+02 
 1.00000000e+01 -9.96800983e-01  1.00000000e+01  1.79993435e+02 
 1.12201845e+01 -9.96800998e-01  1.12201845e+01  1.79992634e+02 
 1.25892541e+01 -9.96801016e-01  1.25892541e+01  1.79991735e+02 
 1.41253754e+01 -9.96801039e-01  1.41253754e+01  1.79990727e+02 
 1.58489319e+01 -9.96801068e-01  1.58489319e+01  1.79989595e+02 
 1.77827941e+01 -9.96801105e-01  1.77827941e+01  1.79988326e+02 
 1.99526231e+01 -9.96801151e-01  1.99526231e+01  1.79986901e+02 
 2.23872114e+01 -9.96801209e-01  2.23872114e+01  1.79985303e+02 
 2.51188643e+01 -9.96801282e-01  2.51188643e+01  1.79983510e+02 
 2.81838293e+01 -9.96801374e-01  2.81838293e+01  1.79981497e+02 
 3.16227766e+01 -9.96801490e-01  3.16227766e+01  1.79979240e+02 
 3.54813389e+01 -9.96801636e-01  3.54813389e+01  1.79976707e+02 
 3.98107171e+01 -9.96801819e-01  3.98107171e+01  1.79973864e+02 
 4.46683592e+01 -9.96802050e-01  4.46683592e+01  1.79970675e+02 
 5.01187234e+01 -9.96802341e-01  5.01187234e+01  1.79967097e+02 
 5.62341325e+01 -9.96802707e-01  5.62341325e+01  1.79963082e+02 
 6.30957344e+01 -9.96803167e-01  6.30957344e+01  1.79958578e+02 
 7.07945784e+01 -9.96803747e-01  7.07945784e+01  1.79953523e+02 
 7.94328235e+01 -9.96804477e-01  7.94328235e+01  1.79947852e+02 
 8.91250938e+01 -9.96805397e-01  8.91250938e+01  1.79941490e+02 
 1.00000000e+02 -9.96806554e-01  1.00000000e+02  1.79934350e+02 
 1.12201845e+02 -9.96808011e-01  1.12201845e+02  1.79926340e+02 
 1.25892541e+02 -9.96809845e-01  1.25892541e+02  1.79917352e+02 
 1.41253754e+02 -9.96812154e-01  1.41253754e+02  1.79907267e+02 
 1.58489319e+02 -9.96815061e-01  1.58489319e+02  1.79895952e+02 
 1.77827941e+02 -9.96818721e-01  1.77827941e+02  1.79883256e+02 
 1.99526231e+02 -9.96823328e-01  1.99526231e+02  1.79869012e+02 
 2.23872114e+02 -9.96829128e-01  2.23872114e+02  1.79853029e+02 
 2.51188643e+02 -9.96836430e-01  2.51188643e+02  1.79835096e+02 
