 1.00000000e-02  8.03427243e+00  1.00000000e-02  1.79999992e+02 
 1.12201845e-02  8.03427243e+00  1.12201845e-02  1.79999992e+02 
 1.25892541e-02  8.03427243e+00  1.25892541e-02  1.79999990e+02 
 1.41253754e-02  8.03427243e+00  1.41253754e-02  1.79999989e+02 
 1.58489319e-02  8.03427243e+00  1.58489319e-02  1.79999988e+02 
 1.77827941e-02  8.03427243e+00  1.77827941e-02  1.79999987e+02 
 1.99526231e-02  8.03427243e+00  1.99526231e-02  1.79999985e+02 
 2.23872114e-02  8.03427243e+00  2.23872114e-02  1.79999983e+02 
 2.51188643e-02  8.03427243e+00  2.51188643e-02  1.79999981e+02 
 2.81838293e-02  8.03427243e+00  2.81838293e-02  1.79999979e+02 
 3.16227766e-02  8.03427243e+00  3.16227766e-02  1.79999976e+02 
 3.54813389e-02  8.03427243e+00  3.54813389e-02  1.79999973e+02 
 3.98107171e-02  8.03427243e+00  3.98107171e-02  1.79999970e+02 
 4.46683592e-02  8.03427243e+00  4.46683592e-02  1.79999966e+02 
 5.01187234e-02  8.03427243e+00  5.01187234e-02  1.79999962e+02 
 5.62341325e-02  8.03427243e+00  5.62341325e-02  1.79999957e+02 
 6.30957344e-02  8.03427243e+00  6.30957344e-02  1.79999952e+02 
 7.07945784e-02  8.03427243e+00  7.07945784e-02  1.79999946e+02 
 7.94328235e-02  8.03427243e+00  7.94328235e-02  1.79999940e+02 
 8.91250938e-02  8.03427243e+00  8.91250938e-02  1.79999933e+02 
 1.00000000e-01  8.03427243e+00  1.00000000e-01  1.79999924e+02 
 1.12201845e-01  8.03427243e+00  1.12201845e-01  1.79999915e+02 
 1.25892541e-01  8.03427243e+00  1.25892541e-01  1.79999905e+02 
 1.41253754e-01  8.03427243e+00  1.41253754e-01  1.79999893e+02 
 1.58489319e-01  8.03427243e+00  1.58489319e-01  1.79999880e+02 
 1.77827941e-01  8.03427243e+00  1.77827941e-01  1.79999865e+02 
 1.99526231e-01  8.03427243e+00  1.99526231e-01  1.79999849e+02 
 2.23872114e-01  8.03427243e+00  2.23872114e-01  1.79999831e+02 
 2.51188643e-01  8.03427243e+00  2.51188643e-01  1.79999810e+02 
 2.81838293e-01  8.03427243e+00  2.81838293e-01  1.79999787e+02 
 3.16227766e-01  8.03427243e+00  3.16227766e-01  1.79999761e+02 
 3.54813389e-01  8.03427243e+00  3.54813389e-01  1.79999732e+02 
 3.98107171e-01  8.03427243e+00  3.98107171e-01  1.79999699e+02 
 4.46683592e-01  8.03427243e+00  4.46683592e-01  1.79999662e+02 
 5.01187234e-01  8.03427243e+00  5.01187234e-01  1.79999621e+02 
 5.62341325e-01  8.03427243e+00  5.62341325e-01  1.79999575e+02 
