 1.00000000e-02  2.23819492e+01  1.00000000e-02 -1.78967774e+02 
 1.12201845e-02  2.23821450e+01  1.12201845e-02 -1.79011768e+02 
 1.25892541e-02  2.23823232e+01  1.25892541e-02 -1.79042653e+02 
 1.41253754e-02  2.23824933e+01  1.41253754e-02 -1.79060837e+02 
 1.58489319e-02  2.23826644e+01  1.58489319e-02 -1.79066563e+02 
 1.77827941e-02  2.23828456e+01  1.77827941e-02 -1.79059906e+02 
 1.99526231e-02  2.23830465e+01  1.99526231e-02 -1.79040779e+02 
 2.23872114e-02  2.23832779e+01  2.23872114e-02 -1.79008929e+02 
 2.51188643e-02  2.23835520e+01  2.51188643e-02 -1.78963936e+02 
 2.81838293e-02  2.23838834e+01  2.81838293e-02 -1.78905205e+02 
 3.16227766e-02  2.23842898e+01  3.16227766e-02 -1.78831962e+02 
 3.54813389e-02  2.23847927e+01  3.54813389e-02 -1.78743239e+02 
 3.98107171e-02  2.23854190e+01  3.98107171e-02 -1.78637868e+02 
 4.46683592e-02  2.23862018e+01  4.46683592e-02 -1.78514462e+02 
 5.01187234e-02  2.23871829e+01  5.01187234e-02 -1.78371400e+02 
 5.62341325e-02  2.23884141e+01  5.62341325e-02 -1.78206808e+02 
 6.30957344e-02  2.23899610e+01  6.30957344e-02 -1.78018532e+02 
 7.07945784e-02  2.23919052e+01  7.07945784e-02 -1.77804122e+02 
 7.94328235e-02  2.23943499e+01  7.94328235e-02 -1.77560798e+02 
 8.91250938e-02  2.23974239e+01  8.91250938e-02 -1.77285421e+02 
 1.00000000e-01  2.24012894e+01  1.00000000e-01 -1.76974468e+02 
 1.12201845e-01  2.24061493e+01  1.12201845e-01 -1.76623995e+02 
 1.25892541e-01  2.24122583e+01  1.25892541e-01 -1.76229607e+02 
 1.41253754e-01  2.24199349e+01  1.41253754e-01 -1.75786432e+02 
 1.58489319e-01  2.24295770e+01  1.58489319e-01 -1.75289097e+02 
 1.77827941e-01  2.24416813e+01  1.77827941e-01 -1.74731713e+02 
 1.99526231e-01  2.24568658e+01  1.99526231e-01 -1.74107882e+02 
 2.23872114e-01  2.24758973e+01  2.23872114e-01 -1.73410718e+02 
 2.51188643e-01  2.24997237e+01  2.51188643e-01 -1.72632915e+02 
 2.81838293e-01  2.25295115e+01  2.81838293e-01 -1.71766851e+02 
 3.16227766e-01  2.25666878e+01  3.16227766e-01 -1.70804772e+02 
 3.54813389e-01  2.26129855e+01  3.54813389e-01 -1.69739060e+02 
 3.98107171e-01  2.26704894e+01  3.98107171e-01 -1.68562616e+02 
