 1.00000000e-02  3.82646430e+01  1.00000000e-02 -1.79480856e+02 
 1.12201845e-02  3.82647130e+01  1.12201845e-02 -1.79534248e+02 
 1.25892541e-02  3.82647687e+01  1.25892541e-02 -1.79581462e+02 
 1.41253754e-02  3.82648132e+01  1.41253754e-02 -1.79623122e+02 
 1.58489319e-02  3.82648489e+01  1.58489319e-02 -1.79659781e+02 
 1.77827941e-02  3.82648775e+01  1.77827941e-02 -1.79691927e+02 
 1.99526231e-02  3.82649007e+01  1.99526231e-02 -1.79719985e+02 
 2.23872114e-02  3.82649197e+01  2.23872114e-02 -1.79744327e+02 
 2.51188643e-02  3.82649354e+01  2.51188643e-02 -1.79765277e+02 
 2.81838293e-02  3.82649488e+01  2.81838293e-02 -1.79783113e+02 
 3.16227766e-02  3.82649606e+01  3.16227766e-02 -1.79798070e+02 
 3.54813389e-02  3.82649713e+01  3.54813389e-02 -1.79810349e+02 
 3.98107171e-02  3.82649815e+01  3.98107171e-02 -1.79820110e+02 
 4.46683592e-02  3.82649919e+01  4.46683592e-02 -1.79827485e+02 
 5.01187234e-02  3.82650028e+01  5.01187234e-02 -1.79832571e+02 
 5.62341325e-02  3.82650150e+01  5.62341325e-02 -1.79835435e+02 
 6.30957344e-02  3.82650290e+01  6.30957344e-02 -1.79836115e+02 
 7.07945784e-02  3.82650457e+01  7.07945784e-02 -1.79834621e+02 
 7.94328235e-02  3.82650659e+01  7.94328235e-02 -1.79830933e+02 
 8.91250938e-02  3.82650906e+01  8.91250938e-02 -1.79825002e+02 
 1.00000000e-01  3.82651212e+01  1.00000000e-01 -1.79816749e+02 
 1.12201845e-01  3.82651593e+01  1.12201845e-01 -1.79806065e+02 
 1.25892541e-01  3.82652070e+01  1.25892541e-01 -1.79792809e+02 
 1.41253754e-01  3.82652668e+01  1.41253754e-01 -1.79776805e+02 
 1.58489319e-01  3.82653419e+01  1.58489319e-01 -1.79757842e+02 
 1.77827941e-01  3.82654362e+01  1.77827941e-01 -1.79735668e+02 
 1.99526231e-01  3.82655548e+01  1.99526231e-01 -1.79709991e+02 
 2.23872114e-01  3.82657040e+01  2.23872114e-01 -1.79680471e+02 
 2.51188643e-01  3.82658917e+01  2.51188643e-01 -1.79646720e+02 
 2.81838293e-01  3.82661280e+01  2.81838293e-01 -1.79608293e+02 
 3.16227766e-01  3.82664253e+01  3.16227766e-01 -1.79564684e+02 
 3.54813389e-01  3.82667994e+01  3.54813389e-01 -1.79515323e+02 
 3.98107171e-01  3.82672702e+01  3.98107171e-01 -1.79459563e+02 
 4.46683592e-01  3.82678627e+01  4.46683592e-01 -1.79396679e+02 
 5.01187234e-01  3.82686082e+01  5.01187234e-01 -1.79325855e+02 
 5.62341325e-01  3.82695461e+01  5.62341325e-01 -1.79246178e+02 
 6.30957344e-01  3.82707260e+01  6.30957344e-01 -1.79156630e+02 
 7.07945784e-01  3.82722099e+01  7.07945784e-01 -1.79056075e+02 
 7.94328235e-01  3.82740757e+01  7.94328235e-01 -1.78943256e+02 
 8.91250938e-01  3.82764210e+01  8.91250938e-01 -1.78816783e+02 
 1.00000000e+00  3.82793678e+01  1.00000000e+00 -1.78675126e+02 
 1.12201845e+00  3.82830686e+01  1.12201845e+00 -1.78516619e+02 
 1.25892541e+00  3.82877132e+01  1.25892541e+00 -1.78339454e+02 
 1.41253754e+00  3.82935380e+01  1.41253754e+00 -1.78141695e+02 
 1.58489319e+00  3.83008354e+01  1.58489319e+00 -1.77921300e+02 
 1.77827941e+00  3.83099666e+01  1.77827941e+00 -1.77676153e+02 
 1.99526231e+00  3.83213746e+01  1.99526231e+00 -1.77404130e+02 
 2.23872114e+00  3.83355997e+01  2.23872114e+00 -1.77103181e+02 
 2.51188643e+00  3.83532950e+01  2.51188643e+00 -1.76771460e+02 
 2.81838293e+00  3.83752412e+01  2.81838293e+00 -1.76407511e+02 
 3.16227766e+00  3.84023592e+01  3.16227766e+00 -1.76010500e+02 
 3.54813389e+00  3.84357152e+01  3.54813389e+00 -1.75580537e+02 
 3.98107171e+00  3.84765152e+01  3.98107171e+00 -1.75119062e+02 
 4.46683592e+00  3.85260810e+01  4.46683592e+00 -1.74629305e+02 
 5.01187234e+00  3.85858004e+01  5.01187234e+00 -1.74116789e+02 
 5.62341325e+00  3.86570438e+01  5.62341325e+00 -1.73589810e+02 
 6.30957344e+00  3.87410403e+01  6.30957344e+00 -1.73059820e+02 
 7.07945784e+00  3.88387150e+01  7.07945784e+00 -1.72541551e+02 
