 1.00000000e-02 -2.04357745e+01  1.00000000e-02 -7.62275822e-06 
 1.12201845e-02 -2.04357745e+01  1.12201845e-02 -8.36796648e-06 
 1.25892541e-02 -2.04357745e+01  1.25892541e-02 -9.22421650e-06 
 1.41253754e-02 -2.04357745e+01  1.41253754e-02 -1.02028568e-05 
 1.58489319e-02 -2.04357745e+01  1.58489319e-02 -1.13168927e-05 
 1.77827941e-02 -2.04357745e+01  1.77827941e-02 -1.25810993e-05 
 1.99526231e-02 -2.04357745e+01  1.99526231e-02 -1.40122532e-05 
 2.23872114e-02 -2.04357745e+01  2.23872114e-02 -1.56293263e-05 
 2.51188643e-02 -2.04357745e+01  2.51188643e-02 -1.74537999e-05 
 2.81838293e-02 -2.04357745e+01  2.81838293e-02 -1.95098676e-05 
 3.16227766e-02 -2.04357745e+01  3.16227766e-02 -2.18248281e-05 
 3.54813389e-02 -2.04357745e+01  3.54813389e-02 -2.44293879e-05 
 3.98107171e-02 -2.04357745e+01  3.98107171e-02 -2.73581059e-05 
 4.46683592e-02 -2.04357745e+01  4.46683592e-02 -3.06498529e-05 
 5.01187234e-02 -2.04357745e+01  5.01187234e-02 -3.43483032e-05 
 5.62341325e-02 -2.04357745e+01  5.62341325e-02 -3.85025357e-05 
 6.30957344e-02 -2.04357745e+01  6.30957344e-02 -4.31676741e-05 
 7.07945784e-02 -2.04357745e+01  7.07945784e-02 -4.84056195e-05 
 7.94328235e-02 -2.04357745e+01  7.94328235e-02 -5.42858765e-05 
 8.91250938e-02 -2.04357745e+01  8.91250938e-02 -6.08864796e-05 
 1.00000000e-01 -2.04357745e+01  1.00000000e-01 -6.82950072e-05 
 1.12201845e-01 -2.04357745e+01  1.12201845e-01 -7.66097681e-05 
 1.25892541e-01 -2.04357745e+01  1.25892541e-01 -8.59410916e-05 
 1.41253754e-01 -2.04357745e+01  1.41253754e-01 -9.64128041e-05 
 1.58489319e-01 -2.04357745e+01  1.58489319e-01 -1.08163855e-04 
 1.77827941e-01 -2.04357745e+01  1.77827941e-01 -1.21350174e-04 
 1.99526231e-01 -2.04357745e+01  1.99526231e-01 -1.36146736e-04 
 2.23872114e-01 -2.04357745e+01  2.23872114e-01 -1.52749883e-04 
 2.51188643e-01 -2.04357745e+01  2.51188643e-01 -1.71379927e-04 
 2.81838293e-01 -2.04357745e+01  2.81838293e-01 -1.92284080e-04 
 3.16227766e-01 -2.04357745e+01  3.16227766e-01 -2.15739725e-04 
 3.54813389e-01 -2.04357745e+01  3.54813389e-01 -2.42058106e-04 
 3.98107171e-01 -2.04357745e+01  3.98107171e-01 -2.71588450e-04 
 4.46683592e-01 -2.04357745e+01  4.46683592e-01 -3.04722609e-04 
 5.01187234e-01 -2.04357745e+01  5.01187234e-01 -3.41900251e-04 
 5.62341325e-01 -2.04357745e+01  5.62341325e-01 -3.83614701e-04 
 6.30957344e-01 -2.04357745e+01  6.30957344e-01 -4.30419486e-04 
 7.07945784e-01 -2.04357745e+01  7.07945784e-01 -4.82935676e-04 
 7.94328235e-01 -2.04357745e+01  7.94328235e-01 -5.41860129e-04 
 8.91250938e-01 -2.04357745e+01  8.91250938e-01 -6.07974736e-04 
 1.00000000e+00 -2.04357745e+01  1.00000000e+00 -6.82156799e-04 
 1.12201845e+00 -2.04357745e+01  1.12201845e+00 -7.65390668e-04 
 1.25892541e+00 -2.04357745e+01  1.25892541e+00 -8.58780806e-04 
 1.41253754e+00 -2.04357745e+01  1.41253754e+00 -9.63566444e-04 
 1.58489319e+00 -2.04357745e+01  1.58489319e+00 -1.08113802e-03 
 1.77827941e+00 -2.04357745e+01  1.77827941e+00 -1.21305565e-03 
 1.99526231e+00 -2.04357745e+01  1.99526231e+00 -1.36106978e-03 
 2.23872114e+00 -2.04357745e+01  2.23872114e+00 -1.52714449e-03 
 2.51188643e+00 -2.04357745e+01  2.51188643e+00 -1.71348347e-03 
 2.81838293e+00 -2.04357745e+01  2.81838293e+00 -1.92255934e-03 
 3.16227766e+00 -2.04357745e+01  3.16227766e+00 -2.15714640e-03 
 3.54813389e+00 -2.04357745e+01  3.54813389e+00 -2.42035748e-03 
 3.98107171e+00 -2.04357745e+01  3.98107171e+00 -2.71568524e-03 
 4.46683592e+00 -2.04357745e+01  4.46683592e+00 -3.04704849e-03 
 5.01187234e+00 -2.04357745e+01  5.01187234e+00 -3.41884423e-03 
 5.62341325e+00 -2.04357745e+01  5.62341325e+00 -3.83600594e-03 
 6.30957344e+00 -2.04357745e+01  6.30957344e+00 -4.30406913e-03 
 7.07945784e+00 -2.04357745e+01  7.07945784e+00 -4.82924469e-03 
 7.94328235e+00 -2.04357745e+01  7.94328235e+00 -5.41850140e-03 
 8.91250938e+00 -2.04357745e+01  8.91250938e+00 -6.07965833e-03 
 1.00000000e+01 -2.04357746e+01  1.00000000e+01 -6.82148863e-03 
 1.12201845e+01 -2.04357746e+01  1.12201845e+01 -7.65383593e-03 
 1.25892541e+01 -2.04357746e+01  1.25892541e+01 -8.58774498e-03 
 1.41253754e+01 -2.04357746e+01  1.41253754e+01 -9.63560818e-03 
 1.58489319e+01 -2.04357747e+01  1.58489319e+01 -1.08113300e-02 
 1.77827941e+01 -2.04357747e+01  1.77827941e+01 -1.21305117e-02 
 1.99526231e+01 -2.04357747e+01  1.99526231e+01 -1.36106578e-02 
 2.23872114e+01 -2.04357748e+01  2.23872114e+01 -1.52714090e-02 
 2.51188643e+01 -2.04357749e+01  2.51188643e+01 -1.71348026e-02 
 2.81838293e+01 -2.04357750e+01  2.81838293e+01 -1.92255645e-02 
 3.16227766e+01 -2.04357751e+01  3.16227766e+01 -2.15714378e-02 
 3.54813389e+01 -2.04357753e+01  3.54813389e+01 -2.42035510e-02 
 3.98107171e+01 -2.04357755e+01  3.98107171e+01 -2.71568303e-02 
 4.46683592e+01 -2.04357758e+01  4.46683592e+01 -3.04704641e-02 
 5.01187234e+01 -2.04357761e+01  5.01187234e+01 -3.41884221e-02 
 5.62341325e+01 -2.04357765e+01  5.62341325e+01 -3.83600392e-02 
 6.30957344e+01 -2.04357771e+01  6.30957344e+01 -4.30406701e-02 
 7.07945784e+01 -2.04357777e+01  7.07945784e+01 -4.82924236e-02 
 7.94328235e+01 -2.04357786e+01  7.94328235e+01 -5.41849869e-02 
 8.91250938e+01 -2.04357796e+01  8.91250938e+01 -6.07965501e-02 
 1.00000000e+02 -2.04357809e+01  1.00000000e+02 -6.82148441e-02 
 1.12201845e+02 -2.04357826e+01  1.12201845e+02 -7.65383038e-02 
 1.25892541e+02 -2.04357847e+01  1.25892541e+02 -8.58773751e-02 
 1.41253754e+02 -2.04357874e+01  1.41253754e+02 -9.63559796e-02 
 1.58489319e+02 -2.04357907e+01  1.58489319e+02 -1.08113159e-01 
 1.77827941e+02 -2.04357949e+01  1.77827941e+02 -1.21304919e-01 
 1.99526231e+02 -2.04358002e+01  1.99526231e+02 -1.36106301e-01 
 2.23872114e+02 -2.04358068e+01  2.23872114e+02 -1.52713702e-01 
 2.51188643e+02 -2.04358152e+01  2.51188643e+02 -1.71347479e-01 
 2.81838293e+02 -2.04358257e+01  2.81838293e+02 -1.92254874e-01 
 3.16227766e+02 -2.04358390e+01  3.16227766e+02 -2.15713291e-01 
 3.54813389e+02 -2.04358557e+01  3.54813389e+02 -2.42033975e-01 
 3.98107171e+02 -2.04358768e+01  3.98107171e+02 -2.71566137e-01 
 4.46683592e+02 -2.04359032e+01  4.46683592e+02 -3.04701583e-01 
 5.01187234e+02 -2.04359366e+01  5.01187234e+02 -3.41879902e-01 
 5.62341325e+02 -2.04359786e+01  5.62341325e+02 -3.83594292e-01 
 6.30957344e+02 -2.04360314e+01  6.30957344e+02 -4.30398085e-01 
 7.07945784e+02 -2.04360979e+01  7.07945784e+02 -4.82912066e-01 
 7.94328235e+02 -2.04361816e+01  7.94328235e+02 -5.41832679e-01 
 8.91250938e+02 -2.04362871e+01  8.91250938e+02 -6.07941222e-01 
 1.00000000e+03 -2.04364198e+01  1.00000000e+03 -6.82114146e-01 
 1.12201845e+03 -2.04365868e+01  1.12201845e+03 -7.65334597e-01 
 1.25892541e+03 -2.04367971e+01  1.25892541e+03 -8.58705329e-01 
 1.41253754e+03 -2.04370619e+01  1.41253754e+03 -9.63463151e-01 
 1.58489319e+03 -2.04373952e+01  1.58489319e+03 -1.08099508e+00 
 1.77827941e+03 -2.04378147e+01  1.77827941e+03 -1.21285638e+00 
 1.99526231e+03 -2.04383428e+01  1.99526231e+03 -1.36079068e+00 
