point_id,mode,corner,mos_section,temp_c,vdd_v,draw_index,draw_seed,status,fail_reason,vos_v
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,48,20260969,PASS,,0.019008552
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,49,20260970,PASS,,0.0211488189
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,50,20260971,PASS,,0.0153715619
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,51,20260972,PASS,,0.0107283802
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,52,20260973,PASS,,0.0126146144
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,53,20260974,PASS,,0.0224922273
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,54,20260975,PASS,,0.00421878776
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,55,20260976,PASS,,0.0049940145
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,56,20260977,PASS,,0.0224465974
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,57,20260978,PASS,,0.00564586626
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,58,20260979,PASS,,0.00687494322
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,59,20260980,PASS,,0.00565919664
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,60,20260981,PASS,,0.00886162411
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,61,20260982,PASS,,0.0169875528
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,62,20260983,PASS,,0.00745135799
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,63,20260984,PASS,,0.00724025251
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,64,20260985,PASS,,0.00882882703
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,65,20260986,PASS,,0.0104017234
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,66,20260987,PASS,,0.00894880233
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,67,20260988,PASS,,0.0135610228
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,68,20260989,PASS,,0.00837234537
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,69,20260990,PASS,,0.0110407529
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,70,20260991,PASS,,0.00916746826
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,71,20260992,PASS,,0.0266281784
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,72,20260993,PASS,,0.00590924187
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,73,20260994,PASS,,-0.00720955398
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,74,20260995,PASS,,-0.00742079421
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,75,20260996,PASS,,0.0207757648
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,76,20260997,PASS,,0.00988829798
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,77,20260998,PASS,,0.0127119608
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,78,20260999,PASS,,0.00536886679
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,79,20261000,PASS,,0.0109886311
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,80,20261001,PASS,,0.0280342544
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,81,20261002,PASS,,0.00301519362
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,82,20261003,PASS,,0.0134177212
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,83,20261004,PASS,,0.0186181559
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,84,20261005,PASS,,0.00100578471
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,85,20261006,PASS,,0.00403226598
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,86,20261007,PASS,,0.00101766426
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,87,20261008,PASS,,0.0069830441
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,88,20261009,PASS,,0.0278199893
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,89,20261010,PASS,,0.00968995654
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,90,20261011,PASS,,0.0106356241
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,91,20261012,PASS,,0.0101927237
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,92,20261013,PASS,,0.01479552
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,93,20261014,PASS,,0.0238793892
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,94,20261015,PASS,,-0.0012815496
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,95,20261016,PASS,,0.0163505889
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,96,20261017,PASS,,0.0256912716
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,97,20261018,PASS,,0.0374296398
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,98,20261019,PASS,,0.0169166536
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,99,20261020,PASS,,0.0171814483
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,100,20261021,PASS,,0.00962093096
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,101,20261022,PASS,,0.014389687
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,102,20261023,PASS,,0.0207299958
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,103,20261024,PASS,,0.0179496907
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,104,20261025,PASS,,0.0186980894
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,105,20261026,PASS,,0.00472939802
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,106,20261027,PASS,,0.0165137241
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,107,20261028,PASS,,0.0220375075
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,108,20261029,PASS,,0.00915701176
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,109,20261030,PASS,,0.0164991638
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,110,20261031,PASS,,0.0163855721
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,111,20261032,PASS,,-0.00661544789
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,112,20261033,PASS,,0.0102126214
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,113,20261034,PASS,,0.0183261542
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,114,20261035,PASS,,0.00737133214
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,115,20261036,PASS,,0.0236769052
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,116,20261037,PASS,,0.0167042186
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,117,20261038,PASS,,0.0196222603
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,118,20261039,PASS,,0.0184110443
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,119,20261040,PASS,,0.0216421822
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,120,20261041,PASS,,0.0234711177
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,121,20261042,PASS,,0.0199367149
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,122,20261043,PASS,,0.0223773939
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,123,20261044,PASS,,0.00768949411
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,124,20261045,PASS,,0.0118379927
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,125,20261046,PASS,,0.0131896836
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,126,20261047,PASS,,0.0128476508
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,127,20261048,PASS,,0.0148044686
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,128,20261049,PASS,,0.0129291508
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,129,20261050,PASS,,0.0173945054
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,130,20261051,PASS,,0.0099720822
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,131,20261052,PASS,,0.00940848971
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,132,20261053,PASS,,0.00790464876
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,133,20261054,PASS,,0.00914294411
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,134,20261055,PASS,,0.0124768206
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,135,20261056,PASS,,0.00300849754
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,136,20261057,PASS,,0.0198001359
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,137,20261058,PASS,,0.0177959042
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,138,20261059,PASS,,0.0147607928
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,139,20261060,PASS,,0.00807942643
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,140,20261061,PASS,,0.0138173924
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,141,20261062,PASS,,0.0226420097
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,142,20261063,PASS,,0.0176210877
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,143,20261064,PASS,,0.0164700917
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,144,20261065,PASS,,0.0168945169
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,145,20261066,PASS,,0.0214191479
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,146,20261067,PASS,,0.0124558929
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,147,20261068,PASS,,0.0205151397
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,148,20261069,PASS,,0.00579678037
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,149,20261070,PASS,,0.0140010509
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,150,20261071,PASS,,0.0110794408
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,151,20261072,PASS,,0.0100355002
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,152,20261073,PASS,,0.00842549048
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,153,20261074,PASS,,0.012198695
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,154,20261075,PASS,,0.0304478106
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,155,20261076,PASS,,0.0248593857
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,156,20261077,PASS,,0.00625455145
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,157,20261078,PASS,,0.0262710986
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,158,20261079,PASS,,0.0138685164
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,159,20261080,PASS,,-0.00461083051
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,160,20261081,PASS,,0.0245973459
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,161,20261082,PASS,,0.0223889107
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,162,20261083,PASS,,0.0145543115
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,163,20261084,PASS,,0.00134331454
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,164,20261085,PASS,,0.0109935777
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,165,20261086,PASS,,0.0115873077
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,166,20261087,PASS,,0.0214598176
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,167,20261088,PASS,,0.032810789
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,168,20261089,PASS,,0.00197701208
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,169,20261090,PASS,,0.00215828394
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,170,20261091,PASS,,0.00374994241
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,171,20261092,PASS,,-0.00836827108
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,172,20261093,PASS,,-0.00180680671
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,173,20261094,PASS,,0.0239456689
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,174,20261095,PASS,,0.00666194277
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,175,20261096,PASS,,0.0106756618
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,176,20261097,PASS,,0.0119917108
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,177,20261098,PASS,,0.0133045083
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,178,20261099,PASS,,-0.000436150447
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,179,20261100,PASS,,0.0201069937
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,180,20261101,PASS,,0.0140609687
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,181,20261102,PASS,,0.00288720113
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,182,20261103,PASS,,0.0151599793
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,183,20261104,PASS,,0.00941192527
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,184,20261105,PASS,,0.0235580801
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,185,20261106,PASS,,0.0333698398
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,186,20261107,PASS,,0.0238345939
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,187,20261108,PASS,,0.0262787094
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,188,20261109,PASS,,0.0030204203
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,189,20261110,PASS,,0.00586808546
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,190,20261111,PASS,,0.020969508
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,191,20261112,PASS,,-0.00115422712
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,192,20261113,PASS,,0.0159291469
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,193,20261114,PASS,,0.0222659338
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,194,20261115,PASS,,0.0110994272
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,195,20261116,PASS,,0.0124495278
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,196,20261117,PASS,,0.00111259939
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,197,20261118,PASS,,0.0203919449
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,198,20261119,PASS,,0.0291744075
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,199,20261120,PASS,,0.00105420815
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,200,20261121,PASS,,0.0186608237
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,201,20261122,PASS,,0.0280884469
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,202,20261123,PASS,,0.0231667898
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,203,20261124,PASS,,0.0302367006
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,204,20261125,PASS,,0.0113562836
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,205,20261126,PASS,,0.00381981151
mos_tt_mismatch_-40C_1.20V,mismatch,mos_tt,mos_tt_mismatch,-40,1.20,206,20261127,PASS,,-0.000614651613
