 1.15951250e-02  5.66984916e-01  1.15951250e-02  7.81742440e-01  1.15951250e-02  6.15478331e-01  1.15951250e-02  2.29715186e-01  1.15951250e-02  3.68739009e-01  1.15951250e-02 -1.14645726e-04 
 1.15991250e-02  5.67711434e-01  1.15991250e-02  7.81742847e-01  1.15991250e-02  6.15426549e-01  1.15991250e-02  2.29713612e-01  1.15991250e-02  3.68739009e-01  1.15991250e-02 -1.14677067e-04 
 1.16031250e-02  5.68438240e-01  1.16031250e-02  7.81743253e-01  1.16031250e-02  6.15374770e-01  1.16031250e-02  2.29712039e-01  1.16031250e-02  3.68739009e-01  1.16031250e-02 -1.14708404e-04 
 1.16071250e-02  5.69165322e-01  1.16071250e-02  7.81743660e-01  1.16071250e-02  6.15322994e-01  1.16071250e-02  2.29710465e-01  1.16071250e-02  3.68739009e-01  1.16071250e-02 -1.14739738e-04 
 1.16111250e-02  5.69892676e-01  1.16111250e-02  7.81744066e-01  1.16111250e-02  6.15271222e-01  1.16111250e-02  2.29708891e-01  1.16111250e-02  3.68739009e-01  1.16111250e-02 -1.14771068e-04 
 1.16151250e-02  5.70620311e-01  1.16151250e-02  7.81744473e-01  1.16151250e-02  6.15219453e-01  1.16151250e-02  2.29707318e-01  1.16151250e-02  3.68739009e-01  1.16151250e-02 -1.14802394e-04 
 1.16191250e-02  5.71348224e-01  1.16191250e-02  7.81744879e-01  1.16191250e-02  6.15167686e-01  1.16191250e-02  2.29705744e-01  1.16191250e-02  3.68739009e-01  1.16191250e-02 -1.14833716e-04 
 1.16231250e-02  5.72076420e-01  1.16231250e-02  7.81745285e-01  1.16231250e-02  6.15115923e-01  1.16231250e-02  2.29704171e-01  1.16231250e-02  3.68739009e-01  1.16231250e-02 -1.14865035e-04 
 1.16271250e-02  5.72804889e-01  1.16271250e-02  7.81745692e-01  1.16271250e-02  6.15064163e-01  1.16271250e-02  2.29702597e-01  1.16271250e-02  3.68739009e-01  1.16271250e-02 -1.14896350e-04 
 1.16311250e-02  5.73533633e-01  1.16311250e-02  7.81746098e-01  1.16311250e-02  6.15012406e-01  1.16311250e-02  2.29701023e-01  1.16311250e-02  3.68739009e-01  1.16311250e-02 -1.14927661e-04 
 1.16351250e-02  5.74262652e-01  1.16351250e-02  7.81746504e-01  1.16351250e-02  6.14960652e-01  1.16351250e-02  2.29699450e-01  1.16351250e-02  3.68739009e-01  1.16351250e-02 -1.14958968e-04 
 1.16391250e-02  5.74991959e-01  1.16391250e-02  7.81746910e-01  1.16391250e-02  6.14908901e-01  1.16391250e-02  2.29697876e-01  1.16391250e-02  3.68739009e-01  1.16391250e-02 -1.14990271e-04 
 1.16431250e-02  5.75721538e-01  1.16431250e-02  7.81747317e-01  1.16431250e-02  6.14857153e-01  1.16431250e-02  2.29696302e-01  1.16431250e-02  3.68739009e-01  1.16431250e-02 -1.15021571e-04 
 1.16471250e-02  5.76451379e-01  1.16471250e-02  7.81747723e-01  1.16471250e-02  6.14805409e-01  1.16471250e-02  2.29694728e-01  1.16471250e-02  3.68739009e-01  1.16471250e-02 -1.15052866e-04 
 1.16511250e-02  5.77181499e-01  1.16511250e-02  7.81748129e-01  1.16511250e-02  6.14753667e-01  1.16511250e-02  2.29693155e-01  1.16511250e-02  3.68739009e-01  1.16511250e-02 -1.15084157e-04 
 1.16551250e-02  5.77911911e-01  1.16551250e-02  7.81748535e-01  1.16551250e-02  6.14701928e-01  1.16551250e-02  2.29691581e-01  1.16551250e-02  3.68739009e-01  1.16551250e-02 -1.15115445e-04 
 1.16591250e-02  5.78642577e-01  1.16591250e-02  7.81748941e-01  1.16591250e-02  6.14650193e-01  1.16591250e-02  2.29690007e-01  1.16591250e-02  3.68739009e-01  1.16591250e-02 -1.15146729e-04 
 1.16631250e-02  5.79373522e-01  1.16631250e-02  7.81749347e-01  1.16631250e-02  6.14598461e-01  1.16631250e-02  2.29688433e-01  1.16631250e-02  3.68739009e-01  1.16631250e-02 -1.15178008e-04 
 1.16671250e-02  5.80104747e-01  1.16671250e-02  7.81749753e-01  1.16671250e-02  6.14546731e-01  1.16671250e-02  2.29686859e-01  1.16671250e-02  3.68739009e-01  1.16671250e-02 -1.15209284e-04 
 1.16711250e-02  5.80836225e-01  1.16711250e-02  7.81750159e-01  1.16711250e-02  6.14495006e-01  1.16711250e-02  2.29685286e-01  1.16711250e-02  3.68739009e-01  1.16711250e-02 -1.15240556e-04 
 1.16751250e-02  5.81567989e-01  1.16751250e-02  7.81750565e-01  1.16751250e-02  6.14443282e-01  1.16751250e-02  2.29683712e-01  1.16751250e-02  3.68739009e-01  1.16751250e-02 -1.15271823e-04 
 1.16791250e-02  5.82300018e-01  1.16791250e-02  7.81750971e-01  1.16791250e-02  6.14391563e-01  1.16791250e-02  2.29682138e-01  1.16791250e-02  3.68739009e-01  1.16791250e-02 -1.15303086e-04 
 1.16831250e-02  5.83032329e-01  1.16831250e-02  7.81751377e-01  1.16831250e-02  6.14339845e-01  1.16831250e-02  2.29680564e-01  1.16831250e-02  3.68739009e-01  1.16831250e-02 -1.15334346e-04 
 1.16871250e-02  5.83764905e-01  1.16871250e-02  7.81751783e-01  1.16871250e-02  6.14288131e-01  1.16871250e-02  2.29678990e-01  1.16871250e-02  3.68739009e-01  1.16871250e-02 -1.15365602e-04 
 1.16911250e-02  5.84497748e-01  1.16911250e-02  7.81752188e-01  1.16911250e-02  6.14236420e-01  1.16911250e-02  2.29677416e-01  1.16911250e-02  3.68739009e-01  1.16911250e-02 -1.15396853e-04 
 1.16951250e-02  5.85230859e-01  1.16951250e-02  7.81752594e-01  1.16951250e-02  6.14184713e-01  1.16951250e-02  2.29675842e-01  1.16951250e-02  3.68739009e-01  1.16951250e-02 -1.15428099e-04 
 1.16991250e-02  5.85964236e-01  1.16991250e-02  7.81753000e-01  1.16991250e-02  6.14133008e-01  1.16991250e-02  2.29674268e-01  1.16991250e-02  3.68739009e-01  1.16991250e-02 -1.15459342e-04 
 1.17031250e-02  5.86697881e-01  1.17031250e-02  7.81753405e-01  1.17031250e-02  6.14081307e-01  1.17031250e-02  2.29672695e-01  1.17031250e-02  3.68739009e-01  1.17031250e-02 -1.15490580e-04 
 1.17071250e-02  5.87431806e-01  1.17071250e-02  7.81753811e-01  1.17071250e-02  6.14029608e-01  1.17071250e-02  2.29671121e-01  1.17071250e-02  3.68739009e-01  1.17071250e-02 -1.15521815e-04 
 1.17111250e-02  5.88165990e-01  1.17111250e-02  7.81754217e-01  1.17111250e-02  6.13977913e-01  1.17111250e-02  2.29669547e-01  1.17111250e-02  3.68739009e-01  1.17111250e-02 -1.15553045e-04 
 1.17151250e-02  5.88900433e-01  1.17151250e-02  7.81754622e-01  1.17151250e-02  6.13926221e-01  1.17151250e-02  2.29667973e-01  1.17151250e-02  3.68739009e-01  1.17151250e-02 -1.15584271e-04 
 1.17191250e-02  5.89635148e-01  1.17191250e-02  7.81755028e-01  1.17191250e-02  6.13874532e-01  1.17191250e-02  2.29666399e-01  1.17191250e-02  3.68739009e-01  1.17191250e-02 -1.15615492e-04 
 1.17231250e-02  5.90370129e-01  1.17231250e-02  7.81755433e-01  1.17231250e-02  6.13822845e-01  1.17231250e-02  2.29664825e-01  1.17231250e-02  3.68739009e-01  1.17231250e-02 -1.15646709e-04 
