-1.19965303e-02  3.56069572e-06 -1.19965303e-02 -1.70225682e-05 
-1.19865303e-02  3.59082204e-06 -1.19865303e-02 -1.70225296e-05 
-1.19765303e-02  3.62120098e-06 -1.19765303e-02 -1.70224913e-05 
-1.19665303e-02  3.65183493e-06 -1.19665303e-02 -1.70224533e-05 
-1.19565303e-02  3.68272602e-06 -1.19565303e-02 -1.70224156e-05 
-1.19465303e-02  3.71387598e-06 -1.19465303e-02 -1.70223783e-05 
-1.19365303e-02  3.74528739e-06 -1.19365303e-02 -1.70223412e-05 
-1.19265303e-02  3.77696189e-06 -1.19265303e-02 -1.70223044e-05 
-1.19165303e-02  3.80890214e-06 -1.19165303e-02 -1.70222680e-05 
-1.19065303e-02  3.84111024e-06 -1.19065303e-02 -1.70222319e-05 
-1.18965303e-02  3.87358798e-06 -1.18965303e-02 -1.70221961e-05 
-1.18865303e-02  3.90633824e-06 -1.18865303e-02 -1.70221606e-05 
-1.18765303e-02  3.93936305e-06 -1.18765303e-02 -1.70221254e-05 
-1.18665303e-02  3.97266405e-06 -1.18665303e-02 -1.70220906e-05 
-1.18565303e-02  4.00624440e-06 -1.18565303e-02 -1.70220561e-05 
-1.18465303e-02  4.04010585e-06 -1.18465303e-02 -1.70220220e-05 
-1.18365303e-02  4.07425103e-06 -1.18365303e-02 -1.70219882e-05 
-1.18265303e-02  4.10868259e-06 -1.18265303e-02 -1.70219547e-05 
-1.18165303e-02  4.14340189e-06 -1.18165303e-02 -1.70219216e-05 
-1.18065303e-02  4.17841221e-06 -1.18065303e-02 -1.70218888e-05 
-1.17965303e-02  4.21371552e-06 -1.17965303e-02 -1.70218564e-05 
-1.17865303e-02  4.24931426e-06 -1.17865303e-02 -1.70218243e-05 
-1.17765303e-02  4.28521101e-06 -1.17765303e-02 -1.70217926e-05 
-1.17665303e-02  4.32140826e-06 -1.17665303e-02 -1.70217612e-05 
-1.17565303e-02  4.35790818e-06 -1.17565303e-02 -1.70217302e-05 
-1.17465303e-02  4.39471386e-06 -1.17465303e-02 -1.70216996e-05 
-1.17365303e-02  4.43182721e-06 -1.17365303e-02 -1.70216693e-05 
-1.17265303e-02  4.46925087e-06 -1.17265303e-02 -1.70216395e-05 
-1.17165303e-02  4.50698756e-06 -1.17165303e-02 -1.70216099e-05 
