-7.98254840e-03  9.91225630e-03 -7.98254840e-03 -2.64060046e-05 
-7.97254840e-03  9.93109522e-03 -7.97254840e-03 -2.64196188e-05 
-7.96254840e-03  9.94995993e-03 -7.96254840e-03 -2.64332497e-05 
-7.95254840e-03  9.96885033e-03 -7.95254840e-03 -2.64468974e-05 
-7.94254840e-03  9.98776619e-03 -7.94254840e-03 -2.64605616e-05 
-7.93254840e-03  1.00067077e-02 -7.93254840e-03 -2.64742424e-05 
-7.92254840e-03  1.00256752e-02 -7.92254840e-03 -2.64879402e-05 
-7.91254840e-03  1.00446681e-02 -7.91254840e-03 -2.65016543e-05 
-7.90254840e-03  1.00636867e-02 -7.90254840e-03 -2.65153852e-05 
-7.89254840e-03  1.00827312e-02 -7.89254840e-03 -2.65291329e-05 
-7.88254840e-03  1.01018014e-02 -7.88254840e-03 -2.65428972e-05 
-7.87254840e-03  1.01208973e-02 -7.87254840e-03 -2.65566782e-05 
-7.86254840e-03  1.01400189e-02 -7.86254840e-03 -2.65704759e-05 
-7.85254840e-03  1.01591664e-02 -7.85254840e-03 -2.65842903e-05 
-7.84254840e-03  1.01783396e-02 -7.84254840e-03 -2.65981213e-05 
-7.83254840e-03  1.01975388e-02 -7.83254840e-03 -2.66119692e-05 
-7.82254840e-03  1.02167636e-02 -7.82254840e-03 -2.66258335e-05 
-7.81254840e-03  1.02360145e-02 -7.81254840e-03 -2.66397149e-05 
-7.80254840e-03  1.02552910e-02 -7.80254840e-03 -2.66536126e-05 
-7.79254840e-03  1.02745935e-02 -7.79254840e-03 -2.66675273e-05 
-7.78254840e-03  1.02939218e-02 -7.78254840e-03 -2.66814586e-05 
-7.77254840e-03  1.03132761e-02 -7.77254840e-03 -2.66954066e-05 
-7.76254840e-03  1.03326564e-02 -7.76254840e-03 -2.67093714e-05 
-7.75254840e-03  1.03520624e-02 -7.75254840e-03 -2.67233528e-05 
-7.74254840e-03  1.03714944e-02 -7.74254840e-03 -2.67373510e-05 
-7.73254840e-03  1.03909525e-02 -7.73254840e-03 -2.67513660e-05 
-7.72254840e-03  1.04104364e-02 -7.72254840e-03 -2.67653975e-05 
-7.71254840e-03  1.04299465e-02 -7.71254840e-03 -2.67794460e-05 
-7.70254840e-03  1.04494825e-02 -7.70254840e-03 -2.67935111e-05 
-7.69254840e-03  1.04690444e-02 -7.69254840e-03 -2.68075929e-05 
-7.68254840e-03  1.04886324e-02 -7.68254840e-03 -2.68216915e-05 
-7.67254840e-03  1.05082467e-02 -7.67254840e-03 -2.68358070e-05 
-7.66254840e-03  1.05278869e-02 -7.66254840e-03 -2.68499390e-05 
-7.65254840e-03  1.05475531e-02 -7.65254840e-03 -2.68640878e-05 
-7.64254840e-03  1.05672454e-02 -7.64254840e-03 -2.68782535e-05 
-7.63254840e-03  1.05869638e-02 -7.63254840e-03 -2.68924357e-05 
-7.62254840e-03  1.06067085e-02 -7.62254840e-03 -2.69066350e-05 
-7.61254840e-03  1.06264793e-02 -7.61254840e-03 -2.69208509e-05 
-7.60254840e-03  1.06462762e-02 -7.60254840e-03 -2.69350835e-05 
-7.59254840e-03  1.06660993e-02 -7.59254840e-03 -2.69493329e-05 
-7.58254840e-03  1.06859485e-02 -7.58254840e-03 -2.69635991e-05 
-7.57254840e-03  1.07058240e-02 -7.57254840e-03 -2.69778821e-05 
-7.56254840e-03  1.07257255e-02 -7.56254840e-03 -2.69921816e-05 
-7.55254840e-03  1.07456535e-02 -7.55254840e-03 -2.70064982e-05 
-7.54254840e-03  1.07656077e-02 -7.54254840e-03 -2.70208316e-05 
-7.53254840e-03  1.07855880e-02 -7.53254840e-03 -2.70351815e-05 
-7.52254840e-03  1.08055949e-02 -7.52254840e-03 -2.70495485e-05 
-7.51254840e-03  1.08256277e-02 -7.51254840e-03 -2.70639320e-05 
-7.50254840e-03  1.08456870e-02 -7.50254840e-03 -2.70783325e-05 
-7.49254840e-03  1.08657727e-02 -7.49254840e-03 -2.70927498e-05 
-7.48254840e-03  1.08858846e-02 -7.48254840e-03 -2.71071838e-05 
-7.47254840e-03  1.09060230e-02 -7.47254840e-03 -2.71216346e-05 
-7.46254840e-03  1.09261876e-02 -7.46254840e-03 -2.71361022e-05 
-7.45254840e-03  1.09463786e-02 -7.45254840e-03 -2.71505866e-05 
-7.44254840e-03  1.09665961e-02 -7.44254840e-03 -2.71650879e-05 
-7.43254840e-03  1.09868399e-02 -7.43254840e-03 -2.71796058e-05 
-7.42254840e-03  1.10071102e-02 -7.42254840e-03 -2.71941407e-05 
-7.41254840e-03  1.10274068e-02 -7.41254840e-03 -2.72086922e-05 
-7.40254840e-03  1.10477301e-02 -7.40254840e-03 -2.72232608e-05 
-7.39254840e-03  1.10680797e-02 -7.39254840e-03 -2.72378460e-05 
-7.38254840e-03  1.10884556e-02 -7.38254840e-03 -2.72524480e-05 
-7.37254840e-03  1.11088586e-02 -7.37254840e-03 -2.72670671e-05 
-7.36254840e-03  1.11292876e-02 -7.36254840e-03 -2.72817027e-05 
-7.35254840e-03  1.11497434e-02 -7.35254840e-03 -2.72963554e-05 
-7.34254840e-03  1.11702256e-02 -7.34254840e-03 -2.73110247e-05 
-7.33254840e-03  1.11907343e-02 -7.33254840e-03 -2.73257109e-05 
-7.32254840e-03  1.12112696e-02 -7.32254840e-03 -2.73404139e-05 
-7.31254840e-03  1.12318316e-02 -7.31254840e-03 -2.73551338e-05 
-7.30254840e-03  1.12524200e-02 -7.30254840e-03 -2.73698704e-05 
-7.29254840e-03  1.12730353e-02 -7.29254840e-03 -2.73846240e-05 
-7.28254840e-03  1.12936769e-02 -7.28254840e-03 -2.73993943e-05 
-7.27254840e-03  1.13143455e-02 -7.27254840e-03 -2.74141817e-05 
-7.26254840e-03  1.13350407e-02 -7.26254840e-03 -2.74289858e-05 
-7.25254840e-03  1.13557624e-02 -7.25254840e-03 -2.74438067e-05 
-7.24254840e-03  1.13765109e-02 -7.24254840e-03 -2.74586444e-05 
-7.23254840e-03  1.13972860e-02 -7.23254840e-03 -2.74734989e-05 
-7.22254840e-03  1.14180880e-02 -7.22254840e-03 -2.74883704e-05 
-7.21254840e-03  1.14389167e-02 -7.21254840e-03 -2.75032588e-05 
-7.20254840e-03  1.14597720e-02 -7.20254840e-03 -2.75181639e-05 
-7.19254840e-03  1.14806542e-02 -7.19254840e-03 -2.75330859e-05 
-7.18254840e-03  1.15015632e-02 -7.18254840e-03 -2.75480249e-05 
-7.17254840e-03  1.15224989e-02 -7.17254840e-03 -2.75629805e-05 
-7.16254840e-03  1.15434614e-02 -7.16254840e-03 -2.75779532e-05 
-7.15254840e-03  1.15644507e-02 -7.15254840e-03 -2.75929426e-05 
-7.14254840e-03  1.15854670e-02 -7.14254840e-03 -2.76079489e-05 
-7.13254840e-03  1.16065100e-02 -7.13254840e-03 -2.76229721e-05 
-7.12254840e-03  1.16275801e-02 -7.12254840e-03 -2.76380122e-05 
-7.11254840e-03  1.16486770e-02 -7.11254840e-03 -2.76530692e-05 
-7.10254840e-03  1.16698006e-02 -7.10254840e-03 -2.76681429e-05 
-7.09254840e-03  1.16909511e-02 -7.09254840e-03 -2.76832335e-05 
-7.08254840e-03  1.17121290e-02 -7.08254840e-03 -2.76983413e-05 
-7.07254840e-03  1.17333332e-02 -7.07254840e-03 -2.77134655e-05 
-7.06254840e-03  1.17545649e-02 -7.06254840e-03 -2.77286070e-05 
-7.05254840e-03  1.17758234e-02 -7.05254840e-03 -2.77437652e-05 
-7.04254840e-03  1.17971088e-02 -7.04254840e-03 -2.77589402e-05 
-7.03254840e-03  1.18184210e-02 -7.03254840e-03 -2.77741320e-05 
-7.02254840e-03  1.18397606e-02 -7.02254840e-03 -2.77893410e-05 
-7.01254840e-03  1.18611273e-02 -7.01254840e-03 -2.78045668e-05 
-7.00254840e-03  1.18825207e-02 -7.00254840e-03 -2.78198093e-05 
-6.99254840e-03  1.19039413e-02 -6.99254840e-03 -2.78350689e-05 
-6.98254840e-03  1.19253889e-02 -6.98254840e-03 -2.78503452e-05 
-6.97254840e-03  1.19468639e-02 -6.97254840e-03 -2.78656387e-05 
-6.96254840e-03  1.19683654e-02 -6.96254840e-03 -2.78809486e-05 
-6.95254840e-03  1.19898945e-02 -6.95254840e-03 -2.78962757e-05 
-6.94254840e-03  1.20114508e-02 -6.94254840e-03 -2.79116198e-05 
-6.93254840e-03  1.20330342e-02 -6.93254840e-03 -2.79269808e-05 
-6.92254840e-03  1.20546446e-02 -6.92254840e-03 -2.79423585e-05 
-6.91254840e-03  1.20762822e-02 -6.91254840e-03 -2.79577532e-05 
-6.90254840e-03  1.20979471e-02 -6.90254840e-03 -2.79731648e-05 
-6.89254840e-03  1.21196391e-02 -6.89254840e-03 -2.79885933e-05 
-6.88254840e-03  1.21413583e-02 -6.88254840e-03 -2.80040386e-05 
-6.87254840e-03  1.21631050e-02 -6.87254840e-03 -2.80195010e-05 
-6.86254840e-03  1.21848788e-02 -6.86254840e-03 -2.80349802e-05 
-6.85254840e-03  1.22066798e-02 -6.85254840e-03 -2.80504763e-05 
-6.84254840e-03  1.22285082e-02 -6.84254840e-03 -2.80659894e-05 
-6.83254840e-03  1.22503637e-02 -6.83254840e-03 -2.80815193e-05 
-6.82254840e-03  1.22722467e-02 -6.82254840e-03 -2.80970662e-05 
-6.81254840e-03  1.22941570e-02 -6.81254840e-03 -2.81126299e-05 
-6.80254840e-03  1.23160945e-02 -6.80254840e-03 -2.81282106e-05 
-6.79254840e-03  1.23380598e-02 -6.79254840e-03 -2.81438083e-05 
-6.78254840e-03  1.23600520e-02 -6.78254840e-03 -2.81594228e-05 
-6.77254840e-03  1.23820718e-02 -6.77254840e-03 -2.81750543e-05 
-6.76254840e-03  1.24041188e-02 -6.76254840e-03 -2.81907025e-05 
-6.75254840e-03  1.24261933e-02 -6.75254840e-03 -2.82063678e-05 
-6.74254840e-03  1.24482953e-02 -6.74254840e-03 -2.82220500e-05 
-6.73254840e-03  1.24704248e-02 -6.73254840e-03 -2.82377491e-05 
-6.72254840e-03  1.24925819e-02 -6.72254840e-03 -2.82534653e-05 
-6.71254840e-03  1.25147662e-02 -6.71254840e-03 -2.82691982e-05 
-6.70254840e-03  1.25369781e-02 -6.70254840e-03 -2.82849482e-05 
-6.69254840e-03  1.25592175e-02 -6.69254840e-03 -2.83007150e-05 
-6.68254840e-03  1.25814843e-02 -6.68254840e-03 -2.83164987e-05 
-6.67254840e-03  1.26037788e-02 -6.67254840e-03 -2.83322994e-05 
-6.66254840e-03  1.26261007e-02 -6.66254840e-03 -2.83481170e-05 
-6.65254840e-03  1.26484502e-02 -6.65254840e-03 -2.83639515e-05 
-6.64254840e-03  1.26708275e-02 -6.64254840e-03 -2.83798031e-05 
-6.63254840e-03  1.26932322e-02 -6.63254840e-03 -2.83956715e-05 
-6.62254840e-03  1.27156646e-02 -6.62254840e-03 -2.84115569e-05 
-6.61254840e-03  1.27381246e-02 -6.61254840e-03 -2.84274591e-05 
-6.60254840e-03  1.27606121e-02 -6.60254840e-03 -2.84433783e-05 
-6.59254840e-03  1.27831276e-02 -6.59254840e-03 -2.84593146e-05 
-6.58254840e-03  1.28056703e-02 -6.58254840e-03 -2.84752675e-05 
