device,length_um,corner,vgs_v,vds_v,ids_a,gm_s,gds_s,cgg_f,gm_id_per_v,gm_gds,ft_hz,vth_v,overdrive_v
pmos,0.13u,mos_ff,0.3500,0.6000,1.037564e-05,2.138393e-04,9.519973e-06,1.247590e-14,20.609746,22.462175,2.727946e+09,0.3359,0.0141
pmos,0.13u,mos_ff,0.3700,0.6000,1.534562e-05,2.894123e-04,1.347893e-05,1.277380e-14,18.859603,21.471460,3.605928e+09,0.3359,0.0341
pmos,0.13u,mos_ff,0.3900,0.6000,2.195214e-05,3.766497e-04,1.832308e-05,1.304890e-14,17.157767,20.556026,4.593925e+09,0.3359,0.0541
pmos,0.13u,mos_ff,0.4100,0.6000,3.041161e-05,4.738739e-04,2.401909e-05,1.329530e-14,15.582006,19.729053,5.672634e+09,0.3359,0.0741
pmos,0.13u,mos_ff,0.4300,0.6000,4.090710e-05,5.795438e-04,3.051739e-05,1.351240e-14,14.167316,18.990608,6.826120e+09,0.3359,0.0941
pmos,0.13u,mos_ff,0.4500,0.6000,5.359336e-05,6.923736e-04,3.776585e-05,1.370240e-14,12.919018,18.333325,8.041999e+09,0.3359,0.1141
pmos,0.13u,mos_ff,0.4700,0.6000,6.860204e-05,8.113044e-04,4.571716e-05,1.386890e-14,11.826243,17.746168,9.310263e+09,0.3359,0.1341
pmos,0.13u,mos_ff,0.4900,0.6000,8.604553e-05,9.354304e-04,5.433246e-05,1.401550e-14,10.871342,17.216787,1.062241e+10,0.3359,0.1541
pmos,0.13u,mos_ff,0.5100,0.6000,1.060193e-04,1.063931e-03,6.358343e-05,1.414570e-14,10.035258,16.732834,1.197041e+10,0.3359,0.1741
pmos,0.13u,mos_ff,0.5300,0.6000,1.286028e-04,1.196025e-03,7.345407e-05,1.426240e-14,9.300147,16.282624,1.334651e+10,0.3359,0.1941
pmos,0.13u,mos_ff,0.5500,0.6000,1.538602e-04,1.330942e-03,8.394258e-05,1.436810e-14,8.650333,15.855386,1.474280e+10,0.3359,0.2141
pmos,0.13u,mos_ff,0.5700,0.6000,1.818404e-04,1.467908e-03,9.506343e-05,1.446490e-14,8.072508,15.441353,1.615115e+10,0.3359,0.2341
pmos,0.13u,mos_ff,0.5900,0.6000,2.125766e-04,1.606145e-03,1.068496e-04,1.455440e-14,7.555606,15.031830,1.756348e+10,0.3359,0.2541
pmos,0.13u,mos_ff,0.6100,0.6000,2.460862e-04,1.744864e-03,1.193542e-04,1.463800e-14,7.090459,14.619209,1.897143e+10,0.3359,0.2741
pmos,0.13u,mos_ff,0.6300,0.6000,2.823712e-04,1.883278e-03,1.326525e-04,1.471670e-14,6.669512,14.197079,2.036686e+10,0.3359,0.2941
pmos,0.13u,mos_ff,0.6500,0.6000,3.214174e-04,2.020604e-03,1.468420e-04,1.479150e-14,6.286542,13.760396,2.174148e+10,0.3359,0.3141
pmos,0.13u,mos_ff,0.6700,0.6000,3.631953e-04,2.156072e-03,1.620424e-04,1.486300e-14,5.936398,13.305604,2.308750e+10,0.3359,0.3341
pmos,0.13u,mos_ff,0.6900,0.6000,4.076602e-04,2.288938e-03,1.783946e-04,1.493180e-14,5.614818,12.830758,2.439731e+10,0.3359,0.3541
pmos,0.13u,mos_ff,0.7100,0.6000,4.547528e-04,2.418492e-03,1.960583e-04,1.499830e-14,5.318256,12.335576,2.566391e+10,0.3359,0.3741
pmos,0.13u,mos_ff,0.7300,0.6000,5.043999e-04,2.544067e-03,2.152091e-04,1.506270e-14,5.043750,11.821373,2.688103e+10,0.3359,0.3941
pmos,0.13u,mos_ff,0.7500,0.6000,5.565155e-04,2.665046e-03,2.360344e-04,1.512540e-14,4.788808,11.290922,2.804258e+10,0.3359,0.4141
pmos,0.13u,mos_ff,0.7700,0.6000,6.110018e-04,2.780872e-03,2.587298e-04,1.518650e-14,4.551332,10.748170,2.914362e+10,0.3359,0.4341
pmos,0.13u,mos_ff,0.7900,0.6000,6.677504e-04,2.891054e-03,2.834941e-04,1.524610e-14,4.329543,10.197934,3.017988e+10,0.3359,0.4541
pmos,0.13u,mos_ff,0.8100,0.6000,7.266439e-04,2.995169e-03,3.105244e-04,1.530430e-14,4.121921,9.645519,3.114784e+10,0.3359,0.4741
pmos,0.13u,mos_ff,0.8300,0.6000,7.875571e-04,3.092864e-03,3.400126e-04,1.536120e-14,3.927162,9.096322,3.204467e+10,0.3359,0.4941
pmos,0.13u,mos_ff,0.8500,0.6000,8.503585e-04,3.183863e-03,3.721400e-04,1.541670e-14,3.744142,8.555552,3.286874e+10,0.3359,0.5141
pmos,0.13u,mos_ff,0.8700,0.6000,9.149116e-04,3.267956e-03,4.070743e-04,1.547100e-14,3.571882,8.027910,3.361847e+10,0.3359,0.5341
pmos,0.13u,mos_ff,0.8900,0.6000,9.810767e-04,3.345008e-03,4.449660e-04,1.552390e-14,3.409528,7.517446,3.429387e+10,0.3359,0.5541
pmos,0.13u,mos_ff,0.9100,0.6000,1.048712e-03,3.414948e-03,4.859456e-04,1.557540e-14,3.256326,7.027429,3.489515e+10,0.3359,0.5741
pmos,0.13u,mos_ff,0.9300,0.6000,1.117675e-03,3.477768e-03,5.301218e-04,1.562570e-14,3.111609,6.560319,3.542267e+10,0.3359,0.5941
pmos,0.13u,mos_ff,0.9500,0.6000,1.187823e-03,3.533520e-03,5.775795e-04,1.567450e-14,2.974787,6.117807,3.587848e+10,0.3359,0.6141
pmos,0.13u,mos_ff,0.9700,0.6000,1.259015e-03,3.582305e-03,6.283797e-04,1.572200e-14,2.845324,5.700860,3.626393e+10,0.3359,0.6341
pmos,0.13u,mos_ff,0.9900,0.6000,1.331115e-03,3.624274e-03,6.825586e-04,1.576810e-14,2.722735,5.309836,3.658152e+10,0.3359,0.6541
pmos,0.13u,mos_ff,1.0100,0.6000,1.403986e-03,3.659616e-03,7.401280e-04,1.581270e-14,2.606590,4.944572,3.683406e+10,0.3359,0.6741
pmos,0.13u,mos_ff,1.0300,0.6000,1.477500e-03,3.688557e-03,8.010762e-04,1.585590e-14,2.496485,4.604502,3.702420e+10,0.3359,0.6941
pmos,0.13u,mos_ff,1.0500,0.6000,1.551529e-03,3.711350e-03,8.653692e-04,1.589770e-14,2.392060,4.288748,3.715504e+10,0.3359,0.7141
pmos,0.13u,mos_ff,1.0700,0.6000,1.625954e-03,3.728271e-03,9.329517e-04,1.593800e-14,2.292974,3.996210,3.723006e+10,0.3359,0.7341
pmos,0.13u,mos_ff,1.0900,0.6000,1.700660e-03,3.739615e-03,1.003749e-03,1.597680e-14,2.198920,3.725648,3.725265e+10,0.3359,0.7541
pmos,0.13u,mos_ff,1.1100,0.6000,1.775538e-03,3.745688e-03,1.077670e-03,1.601420e-14,2.109607,3.475728,3.722601e+10,0.3359,0.7741
pmos,0.13u,mos_ff,1.1300,0.6000,1.850487e-03,3.746806e-03,1.154607e-03,1.605010e-14,2.024768,3.245092,3.715383e+10,0.3359,0.7941
pmos,0.13u,mos_ff,1.1500,0.6000,1.925410e-03,3.745526e-03,1.234438e-03,1.608470e-14,1.945313,3.034195,3.706124e+10,0.3359,0.8141
pmos,0.13u,mos_fs,0.0500,0.6000,1.910695e-10,4.364259e-09,1.963867e-10,1.029490e-14,22.841212,22.222783,6.746966e+04,0.4413,-0.3913
pmos,0.13u,mos_fs,0.0700,0.6000,3.284454e-10,9.373321e-09,3.369524e-10,1.031570e-14,28.538445,27.817938,1.446155e+05,0.4413,-0.3713
pmos,0.13u,mos_fs,0.0900,0.6000,5.660024e-10,1.621972e-08,5.806283e-10,1.033680e-14,28.656628,27.934773,2.497338e+05,0.4413,-0.3513
pmos,0.13u,mos_fs,0.1100,0.6000,9.772342e-10,2.809659e-08,1.003428e-09,1.035790e-14,28.751133,28.000604,4.317199e+05,0.4413,-0.3313
pmos,0.13u,mos_fs,0.1300,0.6000,1.689866e-09,4.872122e-08,1.737716e-09,1.037930e-14,28.831410,28.037504,7.470854e+05,0.4413,-0.3113
pmos,0.13u,mos_fs,0.1500,0.6000,2.926083e-09,8.457161e-08,3.014192e-09,1.040080e-14,28.902670,28.057805,1.294130e+06,0.4413,-0.2913
pmos,0.13u,mos_fs,0.1700,0.6000,5.072730e-09,1.469451e-07,5.235325e-09,1.042270e-14,28.967656,28.068000,2.243856e+06,0.4413,-0.2713
pmos,0.13u,mos_fs,0.1900,0.6000,8.803887e-09,2.555554e-07,9.103866e-09,1.044510e-14,29.027565,28.071085,3.893970e+06,0.4413,-0.2513
pmos,0.13u,mos_fs,0.2100,0.6000,1.529495e-08,4.448146e-07,1.584800e-08,1.046840e-14,29.082449,28.067554,6.762680e+06,0.4413,-0.2313
pmos,0.13u,mos_fs,0.2300,0.6000,2.659647e-08,7.747883e-07,2.761609e-08,1.049340e-14,29.131246,28.055684,1.175133e+07,0.4413,-0.2113
pmos,0.13u,mos_fs,0.2500,0.6000,4.628648e-08,1.350234e-06,4.816926e-08,1.052130e-14,29.171240,28.031031,2.042489e+07,0.4413,-0.1913
pmos,0.13u,mos_fs,0.2700,0.6000,8.060583e-08,2.353456e-06,8.409666e-08,1.055420e-14,29.197094,27.985130,3.548958e+07,0.4413,-0.1713
pmos,0.13u,mos_fs,0.2900,0.6000,1.404247e-07,4.100176e-06,1.469430e-07,1.059580e-14,29.198396,27.903173,6.158698e+07,0.4413,-0.1513
pmos,0.13u,mos_fs,0.3100,0.6000,2.446129e-07,7.131683e-06,2.569018e-07,1.065200e-14,29.154975,27.760347,1.065568e+08,0.4413,-0.1313
pmos,0.13u,mos_fs,0.3300,0.6000,4.256920e-07,1.235703e-05,4.490551e-07,1.073150e-14,29.028100,27.517848,1.832626e+08,0.4413,-0.1113
pmos,0.13u,mos_fs,0.3500,0.6000,7.388942e-07,2.124137e-05,7.831789e-07,1.084620e-14,28.747512,27.121990,3.116916e+08,0.4413,-0.0913
pmos,0.13u,mos_fs,0.3700,0.6000,1.275347e-06,3.596881e-05,1.356499e-06,1.100890e-14,28.203156,26.515913,5.199987e+08,0.4413,-0.0713
pmos,0.13u,mos_fs,0.3900,0.6000,2.177646e-06,5.937696e-05,2.312897e-06,1.122770e-14,27.266581,25.672116,8.416805e+08,0.4413,-0.0513
pmos,0.13u,mos_fs,0.4100,0.6000,3.650425e-06,9.440207e-05,3.833120e-06,1.149890e-14,25.860570,24.627998,1.306608e+09,0.4413,-0.0313
pmos,0.13u,mos_fs,0.4300,0.6000,5.953729e-06,1.430880e-04,6.094086e-06,1.180410e-14,24.033341,23.479813,1.929259e+09,0.4413,-0.0113
pmos,0.13u,mos_fs,0.4500,0.6000,9.373945e-06,2.057934e-04,9.215501e-06,1.211710e-14,21.953767,22.331222,2.703043e+09,0.4413,0.0087
pmos,0.13u,mos_fs,0.4700,0.6000,1.418547e-05,2.812514e-04,1.323411e-05,1.241510e-14,19.826724,21.252007,3.605493e+09,0.4413,0.0287
pmos,0.13u,mos_fs,0.4900,0.6000,2.062400e-05,3.673480e-04,1.811889e-05,1.268440e-14,17.811676,20.274310,4.609225e+09,0.4413,0.0487
pmos,0.13u,mos_fs,0.5100,0.6000,2.887939e-05,4.619285e-04,2.380384e-05,1.292050e-14,15.995092,19.405630,5.690043e+09,0.4413,0.0687
pmos,0.13u,mos_fs,0.5300,0.6000,3.910114e-05,5.631987e-04,3.021445e-05,1.312450e-14,14.403639,18.640045,6.829659e+09,0.4413,0.0887
pmos,0.13u,mos_fs,0.5500,0.6000,5.140734e-05,6.697686e-04,3.728199e-05,1.330020e-14,13.028657,17.964937,8.014690e+09,0.4413,0.1087
pmos,0.13u,mos_fs,0.5700,0.6000,6.589188e-05,7.805436e-04,4.494944e-05,1.345210e-14,11.845824,17.364924,9.234794e+09,0.4413,0.1287
pmos,0.13u,mos_fs,0.5900,0.6000,8.262908e-05,8.946035e-04,5.317358e-05,1.358450e-14,10.826739,16.824210,1.048110e+10,0.4413,0.1487
pmos,0.13u,mos_fs,0.6100,0.6000,1.016760e-04,1.011116e-03,6.192609e-05,1.370110e-14,9.944490,16.327787,1.174534e+10,0.4413,0.1687
pmos,0.13u,mos_fs,0.6300,0.6000,1.230737e-04,1.129288e-03,7.119456e-05,1.380520e-14,9.175705,15.861998,1.301914e+10,0.4413,0.1887
pmos,0.13u,mos_fs,0.6500,0.6000,1.468476e-04,1.248342e-03,8.098382e-05,1.389910e-14,8.500936,15.414709,1.429444e+10,0.4413,0.2087
pmos,0.13u,mos_fs,0.6700,0.6000,1.730074e-04,1.367506e-03,9.131732e-05,1.398490e-14,7.904321,14.975319,1.556288e+10,0.4413,0.2287
pmos,0.13u,mos_fs,0.6900,0.6000,2.015478e-04,1.486021e-03,1.022383e-04,1.406430e-14,7.373045,14.534876,1.681616e+10,0.4413,0.2487
pmos,0.13u,mos_fs,0.7100,0.6000,2.324482e-04,1.603140e-03,1.138103e-04,1.413840e-14,6.896762,14.086071,1.804643e+10,0.4413,0.2687
pmos,0.13u,mos_fs,0.7300,0.6000,2.656734e-04,1.718146e-03,1.261175e-04,1.420830e-14,6.467136,13.623375,1.924589e+10,0.4413,0.2887
pmos,0.13u,mos_fs,0.7500,0.6000,3.011741e-04,1.830352e-03,1.392630e-04,1.427480e-14,6.077388,13.143132,2.040726e+10,0.4413,0.3087
pmos,0.13u,mos_fs,0.7700,0.6000,3.388875e-04,1.939119e-03,1.533677e-04,1.433840e-14,5.722014,12.643594,2.152405e+10,0.4413,0.3287
pmos,0.13u,mos_fs,0.7900,0.6000,3.787388e-04,2.043861e-03,1.685673e-04,1.439960e-14,5.396492,12.124896,2.259025e+10,0.4413,0.3487
pmos,0.13u,mos_fs,0.8100,0.6000,4.206419e-04,2.144050e-03,1.850090e-04,1.445880e-14,5.097091,11.588896,2.360059e+10,0.4413,0.3687
pmos,0.13u,mos_fs,0.8300,0.6000,4.645009e-04,2.239230e-03,2.028477e-04,1.451620e-14,4.820723,11.038972,2.455081e+10,0.4413,0.3887
pmos,0.13u,mos_fs,0.8500,0.6000,5.102111e-04,2.329010e-03,2.222421e-04,1.457200e-14,4.564797,10.479608,2.543738e+10,0.4413,0.4087
pmos,0.13u,mos_fs,0.8700,0.6000,5.576613e-04,2.413076e-03,2.433506e-04,1.462630e-14,4.327135,9.916047,2.625770e+10,0.4413,0.4287
pmos,0.13u,mos_fs,0.8900,0.6000,6.067342e-04,2.491184e-03,2.663271e-04,1.467930e-14,4.105890,9.353851,2.700975e+10,0.4413,0.4487
pmos,0.13u,mos_fs,0.9100,0.6000,6.573086e-04,2.563162e-03,2.913175e-04,1.473090e-14,3.899480,8.798517,2.769280e+10,0.4413,0.4687
pmos,0.13u,mos_fs,0.9300,0.6000,7.092606e-04,2.628909e-03,3.184564e-04,1.478120e-14,3.706549,8.255161,2.830649e+10,0.4413,0.4887
pmos,0.13u,mos_fs,0.9500,0.6000,7.624650e-04,2.688387e-03,3.478643e-04,1.483030e-14,3.525915,7.728264,2.885107e+10,0.4413,0.5087
pmos,0.13u,mos_fs,0.9700,0.6000,8.167961e-04,2.741616e-03,3.796451e-04,1.487820e-14,3.356549,7.221523,2.932759e+10,0.4413,0.5287
pmos,0.13u,mos_fs,0.9900,0.6000,8.721296e-04,2.788674e-03,4.138847e-04,1.492480e-14,3.197545,6.737804,2.973784e+10,0.4413,0.5487
pmos,0.13u,mos_fs,1.0100,0.6000,9.283431e-04,2.829684e-03,4.506496e-04,1.497010e-14,3.048102,6.279122,3.008385e+10,0.4413,0.5687
pmos,0.13u,mos_fs,1.0300,0.6000,9.853170e-04,2.864812e-03,4.899866e-04,1.501420e-14,2.907503,5.846715,3.036785e+10,0.4413,0.5887
pmos,0.13u,mos_fs,1.0500,0.6000,1.042936e-03,2.894260e-03,5.319225e-04,1.505700e-14,2.775108,5.441131,3.059280e+10,0.4413,0.6087
pmos,0.13u,mos_fs,1.0700,0.6000,1.101087e-03,2.918259e-03,5.764643e-04,1.509850e-14,2.650344,5.062341,3.076169e+10,0.4413,0.6287
pmos,0.13u,mos_fs,1.0900,0.6000,1.159666e-03,2.937062e-03,6.236004e-04,1.513870e-14,2.532679,4.709846,3.087768e+10,0.4413,0.6487
pmos,0.13u,mos_fs,1.1100,0.6000,1.218570e-03,2.950941e-03,6.733014e-04,1.517760e-14,2.421643,4.382794,3.094408e+10,0.4413,0.6687
pmos,0.13u,mos_fs,1.1300,0.6000,1.277704e-03,2.960180e-03,7.255214e-04,1.521520e-14,2.316796,4.080073,3.096425e+10,0.4413,0.6887
pmos,0.13u,mos_fs,1.1500,0.6000,1.336977e-03,2.967171e-03,7.801996e-04,1.525140e-14,2.219313,3.803092,3.096371e+10,0.4413,0.7087
pmos,0.13u,mos_sf,0.0500,0.6000,2.139783e-09,4.763698e-08,2.081143e-09,1.055980e-14,22.262528,22.889816,7.179739e+05,0.3698,-0.3198
pmos,0.13u,mos_sf,0.0700,0.6000,3.585883e-09,9.697299e-08,3.491645e-09,1.058370e-14,27.042988,27.772866,1.458255e+06,0.3698,-0.2998
pmos,0.13u,mos_sf,0.0900,0.6000,6.018703e-09,1.632460e-07,5.870315e-09,1.060800e-14,27.123119,27.808729,2.449228e+06,0.3698,-0.2798
pmos,0.13u,mos_sf,0.1100,0.6000,1.011572e-08,2.750835e-07,9.885581e-09,1.063300e-14,27.193665,27.826741,4.117455e+06,0.3698,-0.2598
pmos,0.13u,mos_sf,0.1300,0.6000,1.702204e-08,4.639624e-07,1.666996e-08,1.065890e-14,27.256569,27.832244,6.927723e+06,0.3698,-0.2398
pmos,0.13u,mos_sf,0.1500,0.6000,2.867422e-08,7.831526e-07,2.814385e-08,1.068640e-14,27.312080,27.826776,1.166367e+07,0.3698,-0.2198
pmos,0.13u,mos_sf,0.1700,0.6000,4.834815e-08,1.322744e-06,4.756607e-08,1.071640e-14,27.358730,27.808562,1.964477e+07,0.3698,-0.1998
pmos,0.13u,mos_sf,0.1900,0.6000,8.158397e-08,2.234811e-06,8.046951e-08,1.075060e-14,27.392771,27.772146,3.308478e+07,0.3698,-0.1798
pmos,0.13u,mos_sf,0.2100,0.6000,1.377406e-07,3.775036e-06,1.362477e-07,1.079190e-14,27.406850,27.707154,5.567283e+07,0.3698,-0.1598
pmos,0.13u,mos_sf,0.2300,0.6000,2.325854e-07,6.369880e-06,2.308261e-07,1.084470e-14,27.387274,27.596013,9.348326e+07,0.3698,-0.1398
pmos,0.13u,mos_sf,0.2500,0.6000,3.925358e-07,1.071974e-05,3.910718e-07,1.091580e-14,27.308949,27.411181,1.562963e+08,0.3698,-0.1198
pmos,0.13u,mos_sf,0.2700,0.6000,6.613750e-07,1.794156e-05,6.617240e-07,1.101460e-14,27.127666,27.113358,2.592457e+08,0.3698,-0.0998
pmos,0.13u,mos_sf,0.2900,0.6000,1.110198e-06,2.972252e-05,1.115056e-06,1.115240e-14,26.772269,26.655630,4.241675e+08,0.3698,-0.0798
pmos,0.13u,mos_sf,0.3100,0.6000,1.850276e-06,4.838040e-05,1.860790e-06,1.133900e-14,26.147667,25.999925,6.790704e+08,0.3698,-0.0598
pmos,0.13u,mos_sf,0.3300,0.6000,3.045414e-06,7.664064e-05,3.047996e-06,1.157760e-14,25.165918,25.144600,1.053563e+09,0.3698,-0.0398
pmos,0.13u,mos_sf,0.3500,0.6000,4.915902e-06,1.170064e-04,4.846885e-06,1.185940e-14,23.801614,24.140536,1.570244e+09,0.3698,-0.0198
pmos,0.13u,mos_sf,0.3700,0.6000,7.725672e-06,1.709495e-04,7.409414e-06,1.216500e-14,22.127460,23.071933,2.236536e+09,0.3698,0.0002
pmos,0.13u,mos_sf,0.3900,0.6000,1.175388e-05,2.384707e-04,1.083091e-05,1.247150e-14,20.288679,22.017605,3.043242e+09,0.3698,0.0202
pmos,0.13u,mos_sf,0.4100,0.6000,1.726450e-05,3.183470e-04,1.513867e-05,1.276060e-14,18.439399,21.028730,3.970542e+09,0.3698,0.0402
pmos,0.13u,mos_sf,0.4300,0.6000,2.448776e-05,4.087860e-04,2.030802e-05,1.302210e-14,16.693483,20.129289,4.996146e+09,0.3698,0.0602
pmos,0.13u,mos_sf,0.4500,0.6000,3.361594e-05,5.079986e-04,2.628727e-05,1.325300e-14,15.111837,19.324890,6.100542e+09,0.3698,0.0802
pmos,0.13u,mos_sf,0.4700,0.6000,4.480770e-05,6.144638e-04,3.301711e-05,1.345460e-14,13.713353,18.610466,7.268514e+09,0.3698,0.1002
pmos,0.13u,mos_sf,0.4900,0.6000,5.819449e-05,7.269529e-04,4.044158e-05,1.363010e-14,12.491782,17.975383,8.488430e+09,0.3698,0.1202
pmos,0.13u,mos_sf,0.5100,0.6000,7.388582e-05,8.444542e-04,4.851337e-05,1.378360e-14,11.429178,17.406628,9.750650e+09,0.3698,0.1402
pmos,0.13u,mos_sf,0.5300,0.6000,9.197266e-05,9.660870e-04,5.719630e-05,1.391860e-14,10.504067,16.890725,1.104691e+10,0.3698,0.1602
pmos,0.13u,mos_sf,0.5500,0.6000,1.125293e-04,1.091038e-03,6.646697e-05,1.403870e-14,9.695590,16.414740,1.236896e+10,0.3698,0.1802
pmos,0.13u,mos_sf,0.5700,0.6000,1.356142e-04,1.218521e-03,7.631646e-05,1.414650e-14,8.985202,15.966687,1.370895e+10,0.3698,0.2002
pmos,0.13u,mos_sf,0.5900,0.6000,1.612701e-04,1.347758e-03,8.675207e-05,1.424450e-14,8.357147,15.535745,1.505861e+10,0.3698,0.2202
pmos,0.13u,mos_sf,0.6100,0.6000,1.895245e-04,1.477971e-03,9.779928e-05,1.433440e-14,7.798311,15.112289,1.640992e+10,0.3698,0.2402
pmos,0.13u,mos_sf,0.6300,0.6000,2.203890e-04,1.608381e-03,1.095035e-04,1.441790e-14,7.297919,14.687941,1.775444e+10,0.3698,0.2602
pmos,0.13u,mos_sf,0.6500,0.6000,2.538597e-04,1.738211e-03,1.219315e-04,1.449620e-14,6.847132,14.255635,1.908396e+10,0.3698,0.2802
pmos,0.13u,mos_sf,0.6700,0.6000,2.899174e-04,1.866699e-03,1.351715e-04,1.457010e-14,6.438727,13.809856,2.039069e+10,0.3698,0.3002
pmos,0.13u,mos_sf,0.6900,0.6000,3.285277e-04,1.993098e-03,1.493338e-04,1.464060e-14,6.066758,13.346597,2.166656e+10,0.3698,0.3202
pmos,0.13u,mos_sf,0.7100,0.6000,3.696413e-04,2.116693e-03,1.645485e-04,1.470820e-14,5.726343,12.863642,2.290438e+10,0.3698,0.3402
pmos,0.13u,mos_sf,0.7300,0.6000,4.131954e-04,2.236809e-03,1.809640e-04,1.477330e-14,5.413441,12.360519,2.409747e+10,0.3698,0.3602
pmos,0.13u,mos_sf,0.7500,0.6000,4.591137e-04,2.352817e-03,1.987439e-04,1.483630e-14,5.124694,11.838436,2.523961e+10,0.3698,0.3802
pmos,0.13u,mos_sf,0.7700,0.6000,5.073081e-04,2.464144e-03,2.180627e-04,1.489760e-14,4.857293,11.300163,2.632509e+10,0.3698,0.4002
pmos,0.13u,mos_sf,0.7900,0.6000,5.576795e-04,2.570282e-03,2.391026e-04,1.495720e-14,4.608887,10.749703,2.734958e+10,0.3698,0.4202
pmos,0.13u,mos_sf,0.8100,0.6000,6.101193e-04,2.670788e-03,2.620480e-04,1.501530e-14,4.377485,10.191980,2.830907e+10,0.3698,0.4402
pmos,0.13u,mos_sf,0.8300,0.6000,6.645110e-04,2.765292e-03,2.870819e-04,1.507200e-14,4.161394,9.632415,2.920050e+10,0.3698,0.4602
pmos,0.13u,mos_sf,0.8500,0.6000,7.207310e-04,2.853496e-03,3.143812e-04,1.512740e-14,3.959169,9.076548,3.002155e+10,0.3698,0.4802
pmos,0.13u,mos_sf,0.8700,0.6000,7.786508e-04,2.935173e-03,3.441123e-04,1.518150e-14,3.769563,8.529695,3.077083e+10,0.3698,0.5002
pmos,0.13u,mos_sf,0.8900,0.6000,8.381380e-04,3.010169e-03,3.764283e-04,1.523440e-14,3.591496,7.996660,3.144747e+10,0.3698,0.5202
pmos,0.13u,mos_sf,0.9100,0.6000,8.990576e-04,3.078397e-03,4.114652e-04,1.528590e-14,3.424026,7.481549,3.205190e+10,0.3698,0.5402
pmos,0.13u,mos_sf,0.9300,0.6000,9.612738e-04,3.139834e-03,4.493398e-04,1.533620e-14,3.266326,6.987661,3.258435e+10,0.3698,0.5602
pmos,0.13u,mos_sf,0.9500,0.6000,1.024651e-03,3.194516e-03,4.901478e-04,1.538520e-14,3.117663,6.517455,3.304624e+10,0.3698,0.5802
pmos,0.13u,mos_sf,0.9700,0.6000,1.089054e-03,3.242534e-03,5.339624e-04,1.543280e-14,2.977386,6.072589,3.343951e+10,0.3698,0.6002
pmos,0.13u,mos_sf,0.9900,0.6000,1.154352e-03,3.284026e-03,5.808338e-04,1.547920e-14,2.844909,5.653986,3.376589e+10,0.3698,0.6202
pmos,0.13u,mos_sf,1.0100,0.6000,1.220416e-03,3.319173e-03,6.307890e-04,1.552410e-14,2.719706,5.261939,3.402856e+10,0.3698,0.6402
pmos,0.13u,mos_sf,1.0300,0.6000,1.287119e-03,3.348190e-03,6.838324e-04,1.556780e-14,2.601306,4.896214,3.422969e+10,0.3698,0.6602
pmos,0.13u,mos_sf,1.0500,0.6000,1.354343e-03,3.371322e-03,7.399466e-04,1.561000e-14,2.489267,4.556169,3.437300e+10,0.3698,0.6802
pmos,0.13u,mos_sf,1.0700,0.6000,1.421972e-03,3.388838e-03,7.990932e-04,1.565080e-14,2.383196,4.240855,3.446152e+10,0.3698,0.7002
pmos,0.13u,mos_sf,1.0900,0.6000,1.489897e-03,3.401025e-03,8.612151e-04,1.569020e-14,2.282725,3.949101,3.449860e+10,0.3698,0.7202
pmos,0.13u,mos_sf,1.1100,0.6000,1.558013e-03,3.408182e-03,9.262375e-04,1.572830e-14,2.187518,3.679598,3.448745e+10,0.3698,0.7402
pmos,0.13u,mos_sf,1.1300,0.6000,1.626224e-03,3.410619e-03,9.940701e-04,1.576490e-14,2.097263,3.430964,3.443199e+10,0.3698,0.7602
pmos,0.13u,mos_sf,1.1500,0.6000,1.694438e-03,3.410773e-03,1.064609e-03,1.580010e-14,2.012923,3.203780,3.435683e+10,0.3698,0.7802
pmos,0.13u,mos_ss,0.0500,0.6000,4.838825e-11,1.113380e-09,5.165975e-11,1.016650e-14,23.009305,21.552176,1.742979e+04,0.4784,-0.4284
pmos,0.13u,mos_ss,0.0700,0.6000,8.423113e-11,2.470909e-09,8.932901e-11,1.018620e-14,29.334867,27.660768,3.860688e+04,0.4784,-0.4084
pmos,0.13u,mos_ss,0.0900,0.6000,1.472246e-10,4.345357e-09,1.557103e-10,1.020600e-14,29.515156,27.906677,6.776260e+04,0.4784,-0.3884
pmos,0.13u,mos_ss,0.1100,0.6000,2.580454e-10,7.649607e-09,2.727731e-10,1.022590e-14,29.644423,28.043847,1.190578e+05,0.4784,-0.3684
pmos,0.13u,mos_ss,0.1300,0.6000,4.532089e-10,1.348051e-08,4.793893e-10,1.024590e-14,29.744584,28.120173,2.093998e+05,0.4784,-0.3484
pmos,0.13u,mos_ss,0.1500,0.6000,7.972656e-10,2.378067e-08,8.444036e-10,1.026600e-14,29.827789,28.162682,3.686744e+05,0.4784,-0.3284
pmos,0.13u,mos_ss,0.1700,0.6000,1.404436e-09,4.199371e-08,1.489858e-09,1.028610e-14,29.900764,28.186384,6.497610e+05,0.4784,-0.3084
pmos,0.13u,mos_ss,0.1900,0.6000,2.477014e-09,7.422892e-08,2.632294e-09,1.030640e-14,29.967097,28.199327,1.146268e+06,0.4784,-0.2884
pmos,0.13u,mos_ss,0.2100,0.6000,4.373593e-09,1.313328e-07,4.656278e-09,1.032700e-14,30.028583,28.205532,2.024040e+06,0.4784,-0.2684
pmos,0.13u,mos_ss,0.2300,0.6000,7.730328e-09,2.325740e-07,8.245395e-09,1.034800e-14,30.085916,28.206532,3.577049e+06,0.4784,-0.2484
